,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Seconds,LapStartSeconds,PitWindowTime
762,0 days 00:41:38.880000,47,0 days 00:01:50.588000,4,1,,,0 days 00:00:39.684000,0 days 00:00:45.025000,0 days 00:00:25.879000,0 days 00:40:27.976000,0 days 00:41:13.001000,0 days 00:41:38.880000,183.0,205.0,311.0,317.0,SOFT,4.0,True,0 days 00:39:48.292000,Haas F1 Team,MSC,2,True,2021-06-06 12:09:48.301,110.58800000000001,2388.2920000000004,2413.7143478300004
763,0 days 00:43:28.983000,47,0 days 00:01:50.103000,5,1,,,0 days 00:00:39.142000,0 days 00:00:44.871000,0 days 00:00:26.090000,0 days 00:42:18.022000,0 days 00:43:02.893000,0 days 00:43:28.983000,188.0,204.0,309.0,313.0,SOFT,5.0,True,0 days 00:41:38.880000,Haas F1 Team,MSC,1,True,2021-06-06 12:11:38.889,110.10300000000001,2498.88,2524.30234783
764,0 days 00:45:18.690000,47,0 days 00:01:49.707000,6,1,,,0 days 00:00:38.747000,0 days 00:00:44.655000,0 days 00:00:26.305000,0 days 00:44:07.730000,0 days 00:44:52.385000,0 days 00:45:18.690000,201.0,209.0,312.0,308.0,SOFT,6.0,True,0 days 00:43:28.983000,Haas F1 Team,MSC,1,True,2021-06-06 12:13:28.992,109.70700000000001,2608.983,2634.40534783
765,0 days 00:47:08.514000,47,0 days 00:01:49.824000,7,1,,,0 days 00:00:39.051000,0 days 00:00:44.662000,0 days 00:00:26.111000,0 days 00:45:57.741000,0 days 00:46:42.403000,0 days 00:47:08.514000,191.0,201.0,311.0,309.0,SOFT,7.0,True,0 days 00:45:18.690000,Haas F1 Team,MSC,1,True,2021-06-06 12:15:18.699,109.82400000000001,2718.69,2744.11234783
766,0 days 00:49:02.100000,47,0 days 00:01:53.586000,8,1,,0 days 00:49:00.848000,0 days 00:00:38.754000,0 days 00:00:44.461000,0 days 00:00:30.371000,0 days 00:47:47.268000,0 days 00:48:31.729000,0 days 00:49:02.100000,196.0,201.0,,307.0,SOFT,8.0,True,0 days 00:47:08.514000,Haas F1 Team,MSC,1,False,2021-06-06 12:17:08.523,113.58600000000001,2828.514,2853.93634783
767,0 days 00:51:10.715000,47,0 days 00:02:08.615000,9,2,0 days 00:49:23.303000,,0 days 00:00:57.637000,0 days 00:00:44.658000,0 days 00:00:26.320000,0 days 00:49:59.737000,0 days 00:50:44.395000,0 days 00:51:10.715000,187.0,209.0,308.0,306.0,HARD,1.0,True,0 days 00:49:02.100000,Haas F1 Team,MSC,1,False,2021-06-06 12:19:02.109,128.615,2942.1000000000004,2967.5223478300004
768,0 days 00:52:58.630000,47,0 days 00:01:47.915000,10,2,,,0 days 00:00:38.591000,0 days 00:00:43.638000,0 days 00:00:25.686000,0 days 00:51:49.306000,0 days 00:52:32.944000,0 days 00:52:58.630000,196.0,198.0,333.0,311.0,HARD,2.0,True,0 days 00:51:10.715000,Haas F1 Team,MSC,1,True,2021-06-06 12:21:10.724,107.915,3070.715,3096.13734783
769,0 days 00:54:48.246000,47,0 days 00:01:49.616000,11,2,,,0 days 00:00:38.971000,0 days 00:00:44.661000,0 days 00:00:25.984000,0 days 00:53:37.601000,0 days 00:54:22.262000,0 days 00:54:48.246000,192.0,200.0,310.0,310.0,HARD,3.0,True,0 days 00:52:58.630000,Haas F1 Team,MSC,2,True,2021-06-06 12:22:58.639,109.61600000000001,3178.63,3204.05234783
770,0 days 00:56:36.661000,47,0 days 00:01:48.415000,12,2,,,0 days 00:00:38.649000,0 days 00:00:43.898000,0 days 00:00:25.868000,0 days 00:55:26.895000,0 days 00:56:10.793000,0 days 00:56:36.661000,195.0,207.0,311.0,312.0,HARD,4.0,True,0 days 00:54:48.246000,Haas F1 Team,MSC,1,True,2021-06-06 12:24:48.255,108.415,3288.246,3313.66834783
771,0 days 00:58:25.303000,47,0 days 00:01:48.642000,13,2,,,0 days 00:00:38.429000,0 days 00:00:44.295000,0 days 00:00:25.918000,0 days 00:57:15.090000,0 days 00:57:59.385000,0 days 00:58:25.303000,193.0,201.0,316.0,313.0,HARD,5.0,True,0 days 00:56:36.661000,Haas F1 Team,MSC,1,True,2021-06-06 12:26:36.670,108.64200000000001,3396.661,3422.08334783
772,0 days 01:00:13.944000,47,0 days 00:01:48.641000,14,2,,,0 days 00:00:38.492000,0 days 00:00:44.231000,0 days 00:00:25.918000,0 days 00:59:03.795000,0 days 00:59:48.026000,0 days 01:00:13.944000,,201.0,314.0,312.0,HARD,6.0,True,0 days 00:58:25.303000,Haas F1 Team,MSC,1,True,2021-06-06 12:28:25.312,108.641,3505.3030000000003,3530.7253478300004
773,0 days 01:02:02.327000,47,0 days 00:01:48.383000,15,2,,,0 days 00:00:38.478000,0 days 00:00:44.008000,0 days 00:00:25.897000,0 days 01:00:52.422000,0 days 01:01:36.430000,0 days 01:02:02.327000,196.0,200.0,313.0,312.0,HARD,7.0,True,0 days 01:00:13.944000,Haas F1 Team,MSC,1,True,2021-06-06 12:30:13.953,108.38300000000001,3613.9440000000004,3639.3663478300004
774,0 days 01:03:50.796000,47,0 days 00:01:48.469000,16,2,,,0 days 00:00:38.634000,0 days 00:00:43.941000,0 days 00:00:25.894000,0 days 01:02:40.961000,0 days 01:03:24.902000,0 days 01:03:50.796000,193.0,201.0,314.0,312.0,HARD,8.0,True,0 days 01:02:02.327000,Haas F1 Team,MSC,1,True,2021-06-06 12:32:02.336,108.46900000000001,3722.327,3747.7493478300003
775,0 days 01:05:38.999000,47,0 days 00:01:48.203000,17,2,,,0 days 00:00:38.397000,0 days 00:00:43.880000,0 days 00:00:25.926000,0 days 01:04:29.193000,0 days 01:05:13.073000,0 days 01:05:38.999000,198.0,202.0,314.0,312.0,HARD,9.0,True,0 days 01:03:50.796000,Haas F1 Team,MSC,1,True,2021-06-06 12:33:50.805,108.203,3830.7960000000003,3856.2183478300003
776,0 days 01:07:27.594000,47,0 days 00:01:48.595000,18,2,,,0 days 00:00:38.470000,0 days 00:00:44.196000,0 days 00:00:25.929000,0 days 01:06:17.469000,0 days 01:07:01.665000,0 days 01:07:27.594000,199.0,205.0,313.0,309.0,HARD,10.0,True,0 days 01:05:38.999000,Haas F1 Team,MSC,1,True,2021-06-06 12:35:39.008,108.59500000000001,3938.9990000000003,3964.4213478300003
777,0 days 01:09:15.629000,47,0 days 00:01:48.035000,19,2,,,0 days 00:00:38.187000,0 days 00:00:43.752000,0 days 00:00:26.096000,0 days 01:08:05.781000,0 days 01:08:49.533000,0 days 01:09:15.629000,204.0,208.0,313.0,309.0,HARD,11.0,True,0 days 01:07:27.594000,Haas F1 Team,MSC,1,True,2021-06-06 12:37:27.603,108.03500000000001,4047.594,4073.01634783
778,0 days 01:11:03.600000,47,0 days 00:01:47.971000,20,2,,,0 days 00:00:38.568000,0 days 00:00:43.373000,0 days 00:00:26.030000,0 days 01:09:54.197000,0 days 01:10:37.570000,0 days 01:11:03.600000,200.0,208.0,307.0,311.0,HARD,12.0,True,0 days 01:09:15.629000,Haas F1 Team,MSC,1,True,2021-06-06 12:39:15.638,107.971,4155.629,4181.05134783
779,0 days 01:12:51.442000,47,0 days 00:01:47.842000,21,2,,,0 days 00:00:38.309000,0 days 00:00:43.611000,0 days 00:00:25.922000,0 days 01:11:41.909000,0 days 01:12:25.520000,0 days 01:12:51.442000,197.0,211.0,310.0,312.0,HARD,13.0,True,0 days 01:11:03.600000,Haas F1 Team,MSC,1,True,2021-06-06 12:41:03.609,107.84200000000001,4263.6,4289.02234783
780,0 days 01:14:39.805000,47,0 days 00:01:48.363000,22,2,,,0 days 00:00:38.488000,0 days 00:00:43.859000,0 days 00:00:26.016000,0 days 01:13:29.930000,0 days 01:14:13.789000,0 days 01:14:39.805000,200.0,209.0,309.0,310.0,HARD,14.0,True,0 days 01:12:51.442000,Haas F1 Team,MSC,1,True,2021-06-06 12:42:51.451,108.36300000000001,4371.442,4396.86434783
781,0 days 01:16:27.649000,47,0 days 00:01:47.844000,23,2,,,0 days 00:00:38.275000,0 days 00:00:43.604000,0 days 00:00:25.965000,0 days 01:15:18.080000,0 days 01:16:01.684000,0 days 01:16:27.649000,,214.0,308.0,311.0,HARD,15.0,True,0 days 01:14:39.805000,Haas F1 Team,MSC,2,True,2021-06-06 12:44:39.814,107.84400000000001,4479.805,4505.22734783
782,0 days 01:18:15.806000,47,0 days 00:01:48.157000,24,2,,,0 days 00:00:38.387000,0 days 00:00:43.846000,0 days 00:00:25.924000,0 days 01:17:06.036000,0 days 01:17:49.882000,0 days 01:18:15.806000,,208.0,308.0,310.0,HARD,16.0,True,0 days 01:16:27.649000,Haas F1 Team,MSC,2,True,2021-06-06 12:46:27.658,108.15700000000001,4587.649,4613.07134783
783,0 days 01:20:03.640000,47,0 days 00:01:47.834000,25,2,,,0 days 00:00:38.110000,0 days 00:00:43.661000,0 days 00:00:26.063000,0 days 01:18:53.916000,0 days 01:19:37.577000,0 days 01:20:03.640000,202.0,205.0,309.0,309.0,HARD,17.0,True,0 days 01:18:15.806000,Haas F1 Team,MSC,1,True,2021-06-06 12:48:15.815,107.834,4695.8060000000005,4721.2283478300005
784,0 days 01:21:51.583000,47,0 days 00:01:47.943000,26,2,,,0 days 00:00:38.201000,0 days 00:00:43.695000,0 days 00:00:26.047000,0 days 01:20:41.841000,0 days 01:21:25.536000,0 days 01:21:51.583000,210.0,209.0,309.0,307.0,HARD,18.0,True,0 days 01:20:03.640000,Haas F1 Team,MSC,1,True,2021-06-06 12:50:03.649,107.94300000000001,4803.64,4829.06234783
785,0 days 01:23:40.102000,47,0 days 00:01:48.519000,27,2,,,0 days 00:00:38.386000,0 days 00:00:44.001000,0 days 00:00:26.132000,0 days 01:22:29.969000,0 days 01:23:13.970000,0 days 01:23:40.102000,202.0,201.0,307.0,307.0,HARD,19.0,True,0 days 01:21:51.583000,Haas F1 Team,MSC,1,True,2021-06-06 12:51:51.592,108.519,4911.5830000000005,4937.005347830001
786,0 days 01:25:28.591000,47,0 days 00:01:48.489000,28,2,,,0 days 00:00:38.377000,0 days 00:00:44.037000,0 days 00:00:26.075000,0 days 01:24:18.479000,0 days 01:25:02.516000,0 days 01:25:28.591000,195.0,208.0,308.0,306.0,HARD,20.0,True,0 days 01:23:40.102000,Haas F1 Team,MSC,1,True,2021-06-06 12:53:40.111,108.489,5020.102,5045.52434783
787,0 days 01:27:16.921000,47,0 days 00:01:48.330000,29,2,,,0 days 00:00:38.244000,0 days 00:00:44.054000,0 days 00:00:26.032000,0 days 01:26:06.835000,0 days 01:26:50.889000,0 days 01:27:16.921000,201.0,214.0,309.0,307.0,HARD,21.0,True,0 days 01:25:28.591000,Haas F1 Team,MSC,1,True,2021-06-06 12:55:28.600,108.33000000000001,5128.591,5154.01334783
788,0 days 01:29:26.483000,47,0 days 00:02:09.562000,30,2,,,0 days 00:00:38.220000,0 days 00:00:48.523000,0 days 00:00:42.819000,0 days 01:27:55.141000,0 days 01:28:43.664000,0 days 01:29:26.483000,204.0,133.0,255.0,155.0,HARD,22.0,True,0 days 01:27:16.921000,Haas F1 Team,MSC,24,False,2021-06-06 12:57:16.930,129.562,5236.921,5262.34334783
789,0 days 01:31:56.229000,47,0 days 00:02:29.746000,31,2,,,0 days 00:00:46.908000,0 days 00:00:55.824000,0 days 00:00:47.014000,0 days 01:30:13.391000,0 days 01:31:09.215000,0 days 01:31:56.229000,169.0,179.0,247.0,112.0,HARD,23.0,True,0 days 01:29:26.483000,Haas F1 Team,MSC,4,False,2021-06-06 12:59:26.492,149.746,5366.483,5391.90534783
790,0 days 01:34:05.436000,47,0 days 00:02:09.207000,32,2,,,0 days 00:00:41.823000,0 days 00:00:47.152000,0 days 00:00:40.232000,0 days 01:32:38.052000,0 days 01:33:25.204000,0 days 01:34:05.436000,185.0,205.0,247.0,131.0,HARD,24.0,True,0 days 01:31:56.229000,Haas F1 Team,MSC,4,False,2021-06-06 13:01:56.238,129.20700000000002,5516.229,5541.65134783
794,0 days 01:44:04.914000,47,0 days 00:01:48.452000,36,3,,,0 days 00:00:38.517000,0 days 00:00:44.394000,0 days 00:00:25.541000,0 days 01:42:54.979000,0 days 01:43:39.373000,0 days 01:44:04.914000,205.0,207.0,322.0,319.0,SOFT,4.0,False,0 days 01:42:16.462000,Haas F1 Team,MSC,1,False,2021-06-06 13:12:16.471,108.45200000000001,6136.462,6161.8843478300005
795,0 days 01:45:54.195000,47,0 days 00:01:49.281000,37,3,,,0 days 00:00:39.111000,0 days 00:00:44.748000,0 days 00:00:25.422000,0 days 01:44:44.025000,0 days 01:45:28.773000,0 days 01:45:54.195000,194.0,198.0,322.0,322.0,SOFT,5.0,False,0 days 01:44:04.914000,Haas F1 Team,MSC,1,True,2021-06-06 13:14:04.923,109.281,6244.914000000001,6270.336347830001
796,0 days 01:47:42.904000,47,0 days 00:01:48.709000,38,3,,,0 days 00:00:38.938000,0 days 00:00:44.315000,0 days 00:00:25.456000,0 days 01:46:33.133000,0 days 01:47:17.448000,0 days 01:47:42.904000,197.0,212.0,322.0,317.0,SOFT,6.0,False,0 days 01:45:54.195000,Haas F1 Team,MSC,1,True,2021-06-06 13:15:54.204,108.709,6354.195000000001,6379.617347830001
797,0 days 01:49:30.688000,47,0 days 00:01:47.784000,39,3,,,0 days 00:00:38.283000,0 days 00:00:44.241000,0 days 00:00:25.260000,0 days 01:48:21.187000,0 days 01:49:05.428000,0 days 01:49:30.688000,194.0,212.0,336.0,319.0,SOFT,7.0,False,0 days 01:47:42.904000,Haas F1 Team,MSC,1,True,2021-06-06 13:17:42.913,107.784,6462.904,6488.3263478300005
798,0 days 01:51:18.960000,47,0 days 00:01:48.272000,40,3,,,0 days 00:00:38.483000,0 days 00:00:44.137000,0 days 00:00:25.652000,0 days 01:50:09.171000,0 days 01:50:53.308000,0 days 01:51:18.960000,202.0,215.0,317.0,317.0,SOFT,8.0,False,0 days 01:49:30.688000,Haas F1 Team,MSC,1,True,2021-06-06 13:19:30.697,108.272,6570.688,6596.11034783
799,0 days 01:53:06.584000,47,0 days 00:01:47.624000,41,3,,,0 days 00:00:38.216000,0 days 00:00:43.859000,0 days 00:00:25.549000,0 days 01:51:57.176000,0 days 01:52:41.035000,0 days 01:53:06.584000,194.0,210.0,318.0,316.0,SOFT,9.0,False,0 days 01:51:18.960000,Haas F1 Team,MSC,1,True,2021-06-06 13:21:18.969,107.62400000000001,6678.96,6704.38234783
800,0 days 01:54:54.474000,47,0 days 00:01:47.890000,42,3,,,0 days 00:00:37.937000,0 days 00:00:43.945000,0 days 00:00:26.008000,0 days 01:53:44.521000,0 days 01:54:28.466000,0 days 01:54:54.474000,200.0,206.0,314.0,309.0,SOFT,10.0,False,0 days 01:53:06.584000,Haas F1 Team,MSC,1,True,2021-06-06 13:23:06.593,107.89,6786.584000000001,6812.006347830001
801,0 days 01:56:43.397000,47,0 days 00:01:48.923000,43,3,,,0 days 00:00:38.429000,0 days 00:00:44.325000,0 days 00:00:26.169000,0 days 01:55:32.903000,0 days 01:56:17.228000,0 days 01:56:43.397000,195.0,207.0,312.0,310.0,SOFT,11.0,False,0 days 01:54:54.474000,Haas F1 Team,MSC,1,True,2021-06-06 13:24:54.483,108.923,6894.474,6919.89634783
802,0 days 01:58:37.316000,47,0 days 00:01:53.919000,44,3,,0 days 01:58:36.078000,0 days 00:00:38.542000,0 days 00:00:44.910000,0 days 00:00:30.467000,0 days 01:57:21.939000,0 days 01:58:06.849000,0 days 01:58:37.316000,208.0,207.0,,309.0,SOFT,12.0,False,0 days 01:56:43.397000,Haas F1 Team,MSC,1,False,2021-06-06 13:26:43.406,113.91900000000001,7003.397000000001,7028.819347830001
803,0 days 02:00:43.745000,47,0 days 00:02:06.429000,45,4,0 days 01:58:57.640000,,0 days 00:00:56.407000,0 days 00:00:43.803000,0 days 00:00:26.219000,0 days 01:59:33.723000,0 days 02:00:17.526000,0 days 02:00:43.745000,203.0,196.0,305.0,306.0,SOFT,3.0,,0 days 01:58:37.316000,Haas F1 Team,MSC,1,False,2021-06-06 13:28:37.325,126.429,7117.316000000001,7142.738347830001
804,0 days 02:02:36.594000,47,0 days 00:01:52.849000,46,4,,,0 days 00:00:37.972000,0 days 00:00:42.771000,0 days 00:00:32.106000,0 days 02:01:21.717000,0 days 02:02:04.488000,0 days 02:02:36.594000,204.0,216.0,172.0,260.0,SOFT,4.0,,0 days 02:00:43.745000,Haas F1 Team,MSC,2,True,2021-06-06 13:30:43.754,112.849,7243.745000000001,7269.167347830001
808,0 days 02:46:02.631000,47,0 days 00:01:57.941000,50,6,,,0 days 00:00:45.998000,0 days 00:00:46.556000,0 days 00:00:25.387000,0 days 02:44:50.688000,0 days 02:45:37.244000,0 days 02:46:02.631000,182.0,203.0,330.0,321.0,SOFT,5.0,False,0 days 02:44:04.690000,Haas F1 Team,MSC,2,True,2021-06-06 14:14:04.699,117.941,9844.69,9870.11234783
809,0 days 02:47:50.400000,47,0 days 00:01:47.769000,51,6,,,0 days 00:00:38.924000,0 days 00:00:43.736000,0 days 00:00:25.109000,0 days 02:46:41.555000,0 days 02:47:25.291000,0 days 02:47:50.400000,206.0,211.0,313.0,330.0,SOFT,6.0,False,0 days 02:46:02.631000,Haas F1 Team,MSC,1,True,2021-06-06 14:16:02.640,107.769,9962.631000000001,9988.05334783
811,0 days 00:37:58.904000,9,0 days 00:01:53.144000,2,1,,,0 days 00:00:40.773000,0 days 00:00:46.234000,0 days 00:00:26.137000,0 days 00:36:46.533000,0 days 00:37:32.767000,0 days 00:37:58.904000,184.0,207.0,313.0,314.0,SOFT,2.0,True,0 days 00:36:05.760000,Haas F1 Team,MAZ,1,True,2021-06-06 12:06:05.769,113.144,2165.76,2191.1823478300003
812,0 days 00:39:50.124000,9,0 days 00:01:51.220000,3,1,,,0 days 00:00:40.025000,0 days 00:00:45.155000,0 days 00:00:26.040000,0 days 00:38:38.929000,0 days 00:39:24.084000,0 days 00:39:50.124000,191.0,203.0,313.0,313.0,SOFT,3.0,True,0 days 00:37:58.904000,Haas F1 Team,MAZ,1,True,2021-06-06 12:07:58.913,111.22000000000001,2278.904,2304.32634783
813,0 days 00:41:40.079000,9,0 days 00:01:49.955000,4,1,,,0 days 00:00:39.042000,0 days 00:00:44.775000,0 days 00:00:26.138000,0 days 00:40:29.166000,0 days 00:41:13.941000,0 days 00:41:40.079000,188.0,211.0,316.0,316.0,SOFT,4.0,True,0 days 00:39:50.124000,Haas F1 Team,MAZ,2,True,2021-06-06 12:09:50.133,109.95500000000001,2390.1240000000003,2415.5463478300003
814,0 days 00:43:29.950000,9,0 days 00:01:49.871000,5,1,,,0 days 00:00:39.218000,0 days 00:00:44.682000,0 days 00:00:25.971000,0 days 00:42:19.297000,0 days 00:43:03.979000,0 days 00:43:29.950000,196.0,202.0,317.0,315.0,SOFT,5.0,True,0 days 00:41:40.079000,Haas F1 Team,MAZ,1,True,2021-06-06 12:11:40.088,109.87100000000001,2500.079,2525.50134783
815,0 days 00:45:20.229000,9,0 days 00:01:50.279000,6,1,,,0 days 00:00:38.977000,0 days 00:00:45.038000,0 days 00:00:26.264000,0 days 00:44:08.927000,0 days 00:44:53.965000,0 days 00:45:20.229000,197.0,207.0,313.0,310.0,SOFT,6.0,True,0 days 00:43:29.950000,Haas F1 Team,MAZ,1,True,2021-06-06 12:13:29.959,110.27900000000001,2609.9500000000003,2635.3723478300003
816,0 days 00:47:10.893000,9,0 days 00:01:50.664000,7,1,,,0 days 00:00:39.361000,0 days 00:00:45.094000,0 days 00:00:26.209000,0 days 00:45:59.590000,0 days 00:46:44.684000,0 days 00:47:10.893000,199.0,218.0,308.0,309.0,SOFT,7.0,True,0 days 00:45:20.229000,Haas F1 Team,MAZ,1,True,2021-06-06 12:15:20.238,110.664,2720.2290000000003,2745.6513478300003
817,0 days 00:49:01.884000,9,0 days 00:01:50.991000,8,1,,,0 days 00:00:39.477000,0 days 00:00:45.056000,0 days 00:00:26.458000,0 days 00:47:50.370000,0 days 00:48:35.426000,0 days 00:49:01.884000,196.0,206.0,311.0,307.0,SOFT,8.0,True,0 days 00:47:10.893000,Haas F1 Team,MAZ,1,True,2021-06-06 12:17:10.902,110.99100000000001,2830.893,2856.31534783
818,0 days 00:50:58.928000,9,0 days 00:01:57.044000,9,1,,0 days 00:50:58.923000,0 days 00:00:40.370000,0 days 00:00:45.491000,0 days 00:00:31.183000,0 days 00:49:42.254000,0 days 00:50:27.745000,0 days 00:50:58.928000,186.0,206.0,,310.0,SOFT,9.0,True,0 days 00:49:01.884000,Haas F1 Team,MAZ,1,False,2021-06-06 12:19:01.893,117.04400000000001,2941.884,2967.30634783
819,0 days 00:53:09.476000,9,0 days 00:02:10.548000,10,2,0 days 00:51:19.437000,,0 days 00:00:57.955000,0 days 00:00:45.893000,0 days 00:00:26.700000,0 days 00:51:56.883000,0 days 00:52:42.776000,0 days 00:53:09.476000,194.0,201.0,301.0,299.0,HARD,1.0,True,0 days 00:50:58.928000,Haas F1 Team,MAZ,1,False,2021-06-06 12:20:58.937,130.548,3058.9280000000003,3084.3503478300004
820,0 days 00:55:00.947000,9,0 days 00:01:51.471000,11,2,,,0 days 00:00:39.772000,0 days 00:00:45.147000,0 days 00:00:26.552000,0 days 00:53:49.248000,0 days 00:54:34.395000,0 days 00:55:00.947000,201.0,205.0,299.0,304.0,HARD,2.0,True,0 days 00:53:09.476000,Haas F1 Team,MAZ,2,True,2021-06-06 12:23:09.485,111.471,3189.476,3214.89834783
821,0 days 00:56:50.554000,9,0 days 00:01:49.607000,12,2,,,0 days 00:00:39.042000,0 days 00:00:44.187000,0 days 00:00:26.378000,0 days 00:55:39.989000,0 days 00:56:24.176000,0 days 00:56:50.554000,199.0,213.0,310.0,306.0,HARD,3.0,True,0 days 00:55:00.947000,Haas F1 Team,MAZ,1,True,2021-06-06 12:25:00.956,109.60700000000001,3300.947,3326.36934783
822,0 days 00:58:39.564000,9,0 days 00:01:49.010000,13,2,,,0 days 00:00:38.642000,0 days 00:00:44.136000,0 days 00:00:26.232000,0 days 00:57:29.196000,0 days 00:58:13.332000,0 days 00:58:39.564000,203.0,217.0,310.0,307.0,HARD,4.0,True,0 days 00:56:50.554000,Haas F1 Team,MAZ,1,True,2021-06-06 12:26:50.563,109.01,3410.554,3435.97634783
823,0 days 01:00:28.999000,9,0 days 00:01:49.435000,14,2,,,0 days 00:00:38.895000,0 days 00:00:44.008000,0 days 00:00:26.532000,0 days 00:59:18.459000,0 days 01:00:02.467000,0 days 01:00:28.999000,198.0,218.0,306.0,305.0,HARD,5.0,True,0 days 00:58:39.564000,Haas F1 Team,MAZ,1,True,2021-06-06 12:28:39.573,109.435,3519.5640000000003,3544.9863478300003
824,0 days 01:02:18.723000,9,0 days 00:01:49.724000,15,2,,,0 days 00:00:38.913000,0 days 00:00:44.372000,0 days 00:00:26.439000,0 days 01:01:07.912000,0 days 01:01:52.284000,0 days 01:02:18.723000,196.0,218.0,308.0,305.0,HARD,6.0,True,0 days 01:00:28.999000,Haas F1 Team,MAZ,1,True,2021-06-06 12:30:29.008,109.724,3628.9990000000003,3654.4213478300003
825,0 days 01:04:07.873000,9,0 days 00:01:49.150000,16,2,,,0 days 00:00:38.753000,0 days 00:00:44.018000,0 days 00:00:26.379000,0 days 01:02:57.476000,0 days 01:03:41.494000,0 days 01:04:07.873000,207.0,214.0,309.0,305.0,HARD,7.0,True,0 days 01:02:18.723000,Haas F1 Team,MAZ,1,True,2021-06-06 12:32:18.732,109.15,3738.7230000000004,3764.1453478300004
826,0 days 01:05:57.027000,9,0 days 00:01:49.154000,17,2,,,0 days 00:00:38.719000,0 days 00:00:44.034000,0 days 00:00:26.401000,0 days 01:04:46.592000,0 days 01:05:30.626000,0 days 01:05:57.027000,214.0,208.0,309.0,306.0,HARD,8.0,True,0 days 01:04:07.873000,Haas F1 Team,MAZ,1,True,2021-06-06 12:34:07.882,109.15400000000001,3847.873,3873.29534783
827,0 days 01:07:46.060000,9,0 days 00:01:49.033000,18,2,,,0 days 00:00:38.700000,0 days 00:00:44.005000,0 days 00:00:26.328000,0 days 01:06:35.727000,0 days 01:07:19.732000,0 days 01:07:46.060000,203.0,218.0,307.0,305.0,HARD,9.0,True,0 days 01:05:57.027000,Haas F1 Team,MAZ,1,True,2021-06-06 12:35:57.036,109.033,3957.027,3982.44934783
828,0 days 01:09:34.742000,9,0 days 00:01:48.682000,19,2,,,0 days 00:00:38.681000,0 days 00:00:43.701000,0 days 00:00:26.300000,0 days 01:08:24.741000,0 days 01:09:08.442000,0 days 01:09:34.742000,208.0,209.0,309.0,305.0,HARD,10.0,True,0 days 01:07:46.060000,Haas F1 Team,MAZ,1,True,2021-06-06 12:37:46.069,108.682,4066.0600000000004,4091.4823478300004
829,0 days 01:11:23.219000,9,0 days 00:01:48.477000,20,2,,,0 days 00:00:38.484000,0 days 00:00:43.731000,0 days 00:00:26.262000,0 days 01:10:13.226000,0 days 01:10:56.957000,0 days 01:11:23.219000,199.0,217.0,308.0,306.0,HARD,11.0,True,0 days 01:09:34.742000,Haas F1 Team,MAZ,1,True,2021-06-06 12:39:34.751,108.477,4174.742,4200.16434783
830,0 days 01:13:12.262000,9,0 days 00:01:49.043000,21,2,,,0 days 00:00:38.655000,0 days 00:00:44.012000,0 days 00:00:26.376000,0 days 01:12:01.874000,0 days 01:12:45.886000,0 days 01:13:12.262000,206.0,215.0,307.0,307.0,HARD,12.0,True,0 days 01:11:23.219000,Haas F1 Team,MAZ,1,True,2021-06-06 12:41:23.228,109.043,4283.219,4308.64134783
831,0 days 01:15:00.730000,9,0 days 00:01:48.468000,22,2,,,0 days 00:00:38.463000,0 days 00:00:43.687000,0 days 00:00:26.318000,0 days 01:13:50.725000,0 days 01:14:34.412000,0 days 01:15:00.730000,202.0,214.0,310.0,306.0,HARD,13.0,True,0 days 01:13:12.262000,Haas F1 Team,MAZ,1,True,2021-06-06 12:43:12.271,108.468,4392.262000000001,4417.684347830001
832,0 days 01:16:49.453000,9,0 days 00:01:48.723000,23,2,,,0 days 00:00:38.736000,0 days 00:00:43.649000,0 days 00:00:26.338000,0 days 01:15:39.466000,0 days 01:16:23.115000,0 days 01:16:49.453000,211.0,216.0,305.0,306.0,HARD,14.0,True,0 days 01:15:00.730000,Haas F1 Team,MAZ,2,True,2021-06-06 12:45:00.739,108.72300000000001,4500.7300000000005,4526.1523478300005
833,0 days 01:18:52.598000,9,0 days 00:02:03.145000,24,2,,,0 days 00:00:51.590000,0 days 00:00:44.994000,0 days 00:00:26.561000,0 days 01:17:41.043000,0 days 01:18:26.037000,0 days 01:18:52.598000,184.0,209.0,303.0,304.0,HARD,15.0,True,0 days 01:16:49.453000,Haas F1 Team,MAZ,2,True,2021-06-06 12:46:49.462,123.14500000000001,4609.453,4634.8753478300005
834,0 days 01:20:44.104000,9,0 days 00:01:51.506000,25,2,,,0 days 00:00:39.961000,0 days 00:00:45.483000,0 days 00:00:26.062000,0 days 01:19:32.559000,0 days 01:20:18.042000,0 days 01:20:44.104000,200.0,185.0,318.0,314.0,HARD,16.0,True,0 days 01:18:52.598000,Haas F1 Team,MAZ,1,True,2021-06-06 12:48:52.607,111.506,4732.598,4758.02034783
