,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
466,0 days 01:16:34.540000,14,0 days 00:01:47.683000,35.0,2.0,,,0 days 00:00:38.008000,0 days 00:00:43.391000,0 days 00:00:26.284000,0 days 01:15:24.865000,0 days 01:16:08.256000,0 days 01:16:34.540000,200.0,209.0,308.0,305.0,SOFT,34.0,True,0 days 01:14:46.857000,McLaren,ALO,1,True,2018-04-29 13:20:46.934
467,0 days 01:18:22.352000,14,0 days 00:01:47.812000,36.0,2.0,,,0 days 00:00:38.071000,0 days 00:00:43.473000,0 days 00:00:26.268000,0 days 01:17:12.611000,0 days 01:17:56.084000,0 days 01:18:22.352000,204.0,206.0,307.0,305.0,SOFT,35.0,True,0 days 01:16:34.540000,McLaren,ALO,1,True,2018-04-29 13:22:34.617
468,0 days 01:20:10.585000,14,0 days 00:01:48.233000,37.0,2.0,,,0 days 00:00:38.037000,0 days 00:00:43.568000,0 days 00:00:26.628000,0 days 01:19:00.389000,0 days 01:19:43.957000,0 days 01:20:10.585000,198.0,217.0,308.0,305.0,SOFT,36.0,True,0 days 01:18:22.352000,McLaren,ALO,1,True,2018-04-29 13:24:22.429
469,0 days 01:21:58.507000,14,0 days 00:01:47.922000,38.0,2.0,,,0 days 00:00:37.867000,0 days 00:00:43.388000,0 days 00:00:26.667000,0 days 01:20:48.452000,0 days 01:21:31.840000,0 days 01:21:58.507000,205.0,203.0,307.0,304.0,SOFT,37.0,True,0 days 01:20:10.585000,McLaren,ALO,1,True,2018-04-29 13:26:10.662
470,0 days 01:23:46.270000,14,0 days 00:01:47.763000,39.0,2.0,,,0 days 00:00:37.870000,0 days 00:00:43.449000,0 days 00:00:26.444000,0 days 01:22:36.377000,0 days 01:23:19.826000,0 days 01:23:46.270000,208.0,202.0,309.0,304.0,SOFT,38.0,True,0 days 01:21:58.507000,McLaren,ALO,2,True,2018-04-29 13:27:58.584
471,0 days 01:26:16.652000,14,,40.0,2.0,,0 days 01:26:15.363000,0 days 00:00:51.002000,0 days 00:00:56.423000,0 days 00:00:42.951000,0 days 01:24:37.278000,0 days 01:25:33.705000,0 days 01:26:16.861000,122.0,130.0,,194.0,SOFT,39.0,True,0 days 01:23:46.270000,McLaren,ALO,24,False,2018-04-29 13:29:46.347
472,0 days 01:28:56.891000,14,,41.0,3.0,0 days 01:26:36.697000,,0 days 00:01:04.737000,0 days 00:00:56.776000,0 days 00:00:38.736000,0 days 01:27:21.416000,0 days 01:28:18.155000,0 days 01:28:57.134000,152.0,162.0,250.0,190.0,ULTRASOFT,5.0,False,0 days 01:26:16.652000,McLaren,ALO,4,False,2018-04-29 13:32:16.729
473,0 days 01:30:53.781000,14,0 days 00:01:56.890000,42.0,3.0,,,0 days 00:00:41.603000,0 days 00:00:47.404000,0 days 00:00:27.883000,0 days 01:29:38.494000,0 days 01:30:25.898000,0 days 01:30:53.781000,176.0,186.0,294.0,291.0,ULTRASOFT,6.0,False,0 days 01:28:56.891000,McLaren,ALO,4,False,2018-04-29 13:34:56.968
474,0 days 01:33:27.225000,14,,43.0,3.0,,,0 days 00:00:39.973000,0 days 00:01:07.806000,0 days 00:00:45.658000,0 days 01:31:33.801000,0 days 01:32:41.567000,0 days 01:33:27.390000,160.0,96.0,251.0,256.0,ULTRASOFT,7.0,False,0 days 01:30:53.781000,McLaren,ALO,4,False,2018-04-29 13:36:53.858
475,0 days 01:36:16.057000,14,,44.0,3.0,,,0 days 00:00:54.803000,0 days 00:01:14.586000,0 days 00:00:39.430000,0 days 01:34:22.043000,0 days 01:35:36.627000,0 days 01:36:16.106000,135.0,119.0,179.0,162.0,ULTRASOFT,8.0,False,0 days 01:33:27.225000,McLaren,ALO,4,False,2018-04-29 13:39:27.302
476,0 days 01:39:03.507000,14,,45.0,3.0,,,0 days 00:00:52.417000,0 days 00:01:14.361000,0 days 00:00:40.564000,0 days 01:37:08.582000,0 days 01:38:23.069000,0 days 01:39:04.205000,145.0,139.0,204.0,169.0,ULTRASOFT,9.0,False,0 days 01:36:16.057000,McLaren,ALO,4,False,2018-04-29 13:42:16.134
477,0 days 01:41:43.151000,14,,46.0,3.0,,,0 days 00:00:48.706000,0 days 00:01:11.014000,0 days 00:00:40.030000,0 days 01:39:52.120000,0 days 01:41:03.121000,0 days 01:41:43.480000,162.0,145.0,201.0,195.0,ULTRASOFT,10.0,False,0 days 01:39:03.507000,McLaren,ALO,4,False,2018-04-29 13:45:03.584
478,0 days 01:44:20.420000,14,,47.0,3.0,,,0 days 00:00:55.677000,0 days 00:01:07.314000,0 days 00:00:34.287000,0 days 01:42:38.888000,0 days 01:43:46.133000,0 days 01:44:20.781000,117.0,98.0,331.0,324.0,ULTRASOFT,11.0,False,0 days 01:41:43.151000,McLaren,ALO,4,False,2018-04-29 13:47:43.228
479,0 days 01:46:12.163000,14,0 days 00:01:51.743000,48.0,3.0,,,0 days 00:00:41.156000,0 days 00:00:44.790000,0 days 00:00:25.797000,0 days 01:45:01.576000,0 days 01:45:46.366000,0 days 01:46:12.163000,183.0,184.0,321.0,320.0,ULTRASOFT,12.0,False,0 days 01:44:20.420000,McLaren,ALO,1,False,2018-04-29 13:50:20.497
480,0 days 01:48:01.403000,14,0 days 00:01:49.240000,49.0,3.0,,,0 days 00:00:39.446000,0 days 00:00:44.082000,0 days 00:00:25.712000,0 days 01:46:51.609000,0 days 01:47:35.691000,0 days 01:48:01.403000,189.0,196.0,317.0,316.0,ULTRASOFT,13.0,False,0 days 01:46:12.163000,McLaren,ALO,2,True,2018-04-29 13:52:12.240
481,0 days 01:49:49.409000,14,0 days 00:01:48.006000,50.0,3.0,,,0 days 00:00:38.516000,0 days 00:00:43.493000,0 days 00:00:25.997000,0 days 01:48:39.919000,0 days 01:49:23.412000,0 days 01:49:49.409000,197.0,205.0,321.0,315.0,ULTRASOFT,14.0,False,0 days 01:48:01.403000,McLaren,ALO,1,True,2018-04-29 13:54:01.480
482,0 days 01:51:37.710000,14,0 days 00:01:48.301000,51.0,3.0,,,0 days 00:00:38.832000,0 days 00:00:43.295000,0 days 00:00:26.174000,0 days 01:50:28.241000,0 days 01:51:11.536000,0 days 01:51:37.710000,199.0,197.0,309.0,311.0,ULTRASOFT,15.0,False,0 days 01:49:49.409000,McLaren,ALO,1,True,2018-04-29 13:55:49.486
483,0 days 00:10:22.916000,16,,1.0,1.0,0 days 00:00:04.180000,,,0 days 00:01:09.456000,0 days 00:00:40.778000,,0 days 00:09:42.138000,0 days 00:10:22.932000,171.0,111.0,165.0,171.0,,,,0 days 00:07:42.253000,Sauber,LEC,24,False,2018-04-29 12:13:42.330
484,0 days 00:13:30.300000,16,,2.0,1.0,,,0 days 00:01:15.274000,0 days 00:01:03.300000,0 days 00:00:48.790000,0 days 00:11:38.319000,0 days 00:12:41.510000,0 days 00:13:30.405000,117.0,119.0,199.0,160.0,SUPERSOFT,3.0,True,0 days 00:10:22.916000,Sauber,LEC,4,False,2018-04-29 12:16:22.993
485,0 days 00:16:06.892000,16,,3.0,1.0,,,0 days 00:00:56.092000,0 days 00:01:03.308000,0 days 00:00:37.193000,0 days 00:14:26.413000,0 days 00:15:29.699000,0 days 00:16:06.957000,128.0,128.0,233.0,197.0,SUPERSOFT,4.0,True,0 days 00:13:30.300000,Sauber,LEC,4,False,2018-04-29 12:19:30.377
486,0 days 00:18:40.738000,16,,4.0,1.0,,,0 days 00:00:53.158000,0 days 00:01:02.915000,0 days 00:00:37.752000,0 days 00:17:00.114000,0 days 00:18:02.986000,0 days 00:18:40.805000,133.0,147.0,194.0,173.0,SUPERSOFT,5.0,True,0 days 00:16:06.892000,Sauber,LEC,4,False,2018-04-29 12:22:06.969
487,0 days 00:21:32.931000,16,,5.0,1.0,,,0 days 00:00:50.938000,0 days 00:01:02.738000,0 days 00:00:58.620000,0 days 00:19:31.756000,0 days 00:20:34.311000,0 days 00:21:33.499000,109.0,122.0,295.0,98.0,SUPERSOFT,6.0,True,0 days 00:18:40.738000,Sauber,LEC,4,False,2018-04-29 12:24:40.815
488,0 days 00:23:31.855000,16,0 days 00:01:58.924000,6.0,1.0,,,0 days 00:00:44.109000,0 days 00:00:48.306000,0 days 00:00:26.509000,0 days 00:22:17.040000,0 days 00:23:05.346000,0 days 00:23:31.855000,161.0,190.0,312.0,317.0,SUPERSOFT,7.0,True,0 days 00:21:32.931000,Sauber,LEC,1,False,2018-04-29 12:27:33.008
489,0 days 00:25:24.387000,16,0 days 00:01:52.532000,7.0,1.0,,,0 days 00:00:41.021000,0 days 00:00:45.713000,0 days 00:00:25.798000,0 days 00:24:12.876000,0 days 00:24:58.589000,0 days 00:25:24.387000,176.0,183.0,315.0,325.0,SUPERSOFT,8.0,True,0 days 00:23:31.855000,Sauber,LEC,1,True,2018-04-29 12:29:31.932
490,0 days 00:27:15.642000,16,0 days 00:01:51.255000,8.0,1.0,,,0 days 00:00:40.260000,0 days 00:00:45.374000,0 days 00:00:25.621000,0 days 00:26:04.647000,0 days 00:26:50.021000,0 days 00:27:15.642000,169.0,191.0,334.0,322.0,SUPERSOFT,9.0,True,0 days 00:25:24.387000,Sauber,LEC,1,True,2018-04-29 12:31:24.464
491,0 days 00:29:05.361000,16,0 days 00:01:49.719000,9.0,1.0,,,0 days 00:00:39.312000,0 days 00:00:44.430000,0 days 00:00:25.977000,0 days 00:27:54.954000,0 days 00:28:39.384000,0 days 00:29:05.361000,192.0,194.0,334.0,310.0,SUPERSOFT,10.0,True,0 days 00:27:15.642000,Sauber,LEC,1,True,2018-04-29 12:33:15.719
492,0 days 00:30:54.552000,16,0 days 00:01:49.191000,10.0,1.0,,,0 days 00:00:38.835000,0 days 00:00:44.508000,0 days 00:00:25.848000,0 days 00:29:44.196000,0 days 00:30:28.704000,0 days 00:30:54.552000,188.0,193.0,335.0,315.0,SUPERSOFT,11.0,True,0 days 00:29:05.361000,Sauber,LEC,2,True,2018-04-29 12:35:05.438
493,0 days 00:32:44.090000,16,0 days 00:01:49.538000,11.0,1.0,,,0 days 00:00:39.423000,0 days 00:00:44.511000,0 days 00:00:25.604000,0 days 00:31:33.975000,0 days 00:32:18.486000,0 days 00:32:44.090000,184.0,198.0,339.0,317.0,SUPERSOFT,12.0,True,0 days 00:30:54.552000,Sauber,LEC,2,True,2018-04-29 12:36:54.629
494,0 days 00:34:34.283000,16,0 days 00:01:50.193000,12.0,1.0,,,0 days 00:00:39.138000,0 days 00:00:44.947000,0 days 00:00:26.108000,0 days 00:33:23.228000,0 days 00:34:08.175000,0 days 00:34:34.283000,178.0,193.0,312.0,309.0,SUPERSOFT,13.0,True,0 days 00:32:44.090000,Sauber,LEC,1,True,2018-04-29 12:38:44.167
495,0 days 00:36:23.652000,16,0 days 00:01:49.369000,13.0,1.0,,,0 days 00:00:38.756000,0 days 00:00:44.083000,0 days 00:00:26.530000,0 days 00:35:13.039000,0 days 00:35:57.122000,0 days 00:36:23.652000,193.0,205.0,308.0,304.0,SUPERSOFT,14.0,True,0 days 00:34:34.283000,Sauber,LEC,1,True,2018-04-29 12:40:34.360
496,0 days 00:38:12.095000,16,0 days 00:01:48.443000,14.0,1.0,,,0 days 00:00:38.599000,0 days 00:00:43.684000,0 days 00:00:26.160000,0 days 00:37:02.251000,0 days 00:37:45.935000,0 days 00:38:12.095000,200.0,201.0,309.0,308.0,SUPERSOFT,15.0,True,0 days 00:36:23.652000,Sauber,LEC,1,True,2018-04-29 12:42:23.729
497,0 days 00:40:01.122000,16,0 days 00:01:49.027000,15.0,1.0,,,0 days 00:00:38.660000,0 days 00:00:44.046000,0 days 00:00:26.321000,0 days 00:38:50.755000,0 days 00:39:34.801000,0 days 00:40:01.122000,193.0,200.0,313.0,312.0,SUPERSOFT,16.0,True,0 days 00:38:12.095000,Sauber,LEC,2,True,2018-04-29 12:44:12.172
498,0 days 00:41:49.789000,16,0 days 00:01:48.667000,16.0,1.0,,,0 days 00:00:38.449000,0 days 00:00:43.830000,0 days 00:00:26.388000,0 days 00:40:39.571000,0 days 00:41:23.401000,0 days 00:41:49.789000,198.0,201.0,307.0,306.0,SUPERSOFT,17.0,True,0 days 00:40:01.122000,Sauber,LEC,1,True,2018-04-29 12:46:01.199
499,0 days 00:43:39.587000,16,0 days 00:01:49.798000,17.0,1.0,,,0 days 00:00:39.427000,0 days 00:00:44.062000,0 days 00:00:26.309000,0 days 00:42:29.216000,0 days 00:43:13.278000,0 days 00:43:39.587000,197.0,195.0,307.0,306.0,SUPERSOFT,18.0,True,0 days 00:41:49.789000,Sauber,LEC,1,True,2018-04-29 12:47:49.866
500,0 days 00:45:28.314000,16,0 days 00:01:48.727000,18.0,1.0,,,0 days 00:00:38.624000,0 days 00:00:43.925000,0 days 00:00:26.178000,0 days 00:44:18.211000,0 days 00:45:02.136000,0 days 00:45:28.314000,199.0,198.0,305.0,307.0,SUPERSOFT,19.0,True,0 days 00:43:39.587000,Sauber,LEC,2,True,2018-04-29 12:49:39.664
501,0 days 00:47:16.602000,16,0 days 00:01:48.288000,19.0,1.0,,,0 days 00:00:38.280000,0 days 00:00:43.597000,0 days 00:00:26.411000,0 days 00:46:06.594000,0 days 00:46:50.191000,0 days 00:47:16.602000,197.0,206.0,308.0,305.0,SUPERSOFT,20.0,True,0 days 00:45:28.314000,Sauber,LEC,1,True,2018-04-29 12:51:28.391
502,0 days 00:49:04.558000,16,0 days 00:01:47.956000,20.0,1.0,,,0 days 00:00:38.162000,0 days 00:00:43.332000,0 days 00:00:26.462000,0 days 00:47:54.764000,0 days 00:48:38.096000,0 days 00:49:04.558000,206.0,206.0,307.0,304.0,SUPERSOFT,21.0,True,0 days 00:47:16.602000,Sauber,LEC,2,True,2018-04-29 12:53:16.679
503,0 days 00:50:52.769000,16,0 days 00:01:48.211000,21.0,1.0,,,0 days 00:00:38.295000,0 days 00:00:43.338000,0 days 00:00:26.578000,0 days 00:49:42.853000,0 days 00:50:26.191000,0 days 00:50:52.769000,204.0,199.0,305.0,304.0,SUPERSOFT,22.0,True,0 days 00:49:04.558000,Sauber,LEC,1,True,2018-04-29 12:55:04.635
504,0 days 00:52:41.161000,16,0 days 00:01:48.392000,22.0,1.0,,,0 days 00:00:38.626000,0 days 00:00:43.279000,0 days 00:00:26.487000,0 days 00:51:31.395000,0 days 00:52:14.674000,0 days 00:52:41.161000,198.0,208.0,304.0,303.0,SUPERSOFT,23.0,True,0 days 00:50:52.769000,Sauber,LEC,1,True,2018-04-29 12:56:52.846
505,0 days 00:54:29.202000,16,0 days 00:01:48.041000,23.0,1.0,,,0 days 00:00:38.152000,0 days 00:00:43.441000,0 days 00:00:26.448000,0 days 00:53:19.313000,0 days 00:54:02.754000,0 days 00:54:29.202000,205.0,203.0,305.0,303.0,SUPERSOFT,24.0,True,0 days 00:52:41.161000,Sauber,LEC,1,True,2018-04-29 12:58:41.238
506,0 days 00:56:21.887000,16,0 days 00:01:52.685000,24.0,1.0,,0 days 00:56:21.990000,0 days 00:00:38.378000,0 days 00:00:43.378000,0 days 00:00:30.929000,0 days 00:55:07.580000,0 days 00:55:50.958000,0 days 00:56:21.887000,202.0,195.0,,299.0,SUPERSOFT,25.0,True,0 days 00:54:29.202000,Sauber,LEC,1,False,2018-04-29 13:00:29.279
507,0 days 00:58:26.978000,16,0 days 00:02:05.091000,25.0,2.0,0 days 00:56:41.602000,,0 days 00:00:55.440000,0 days 00:00:43.890000,0 days 00:00:25.761000,0 days 00:57:17.327000,0 days 00:58:01.217000,0 days 00:58:26.978000,196.0,204.0,338.0,312.0,SOFT,1.0,True,0 days 00:56:21.887000,Sauber,LEC,1,False,2018-04-29 13:02:21.964
508,0 days 01:00:14.727000,16,0 days 00:01:47.749000,26.0,2.0,,,0 days 00:00:38.064000,0 days 00:00:43.247000,0 days 00:00:26.438000,0 days 00:59:05.042000,0 days 00:59:48.289000,0 days 01:00:14.727000,205.0,210.0,306.0,303.0,SOFT,2.0,True,0 days 00:58:26.978000,Sauber,LEC,1,True,2018-04-29 13:04:27.055
509,0 days 01:02:02.356000,16,0 days 00:01:47.629000,27.0,2.0,,,0 days 00:00:37.889000,0 days 00:00:43.278000,0 days 00:00:26.462000,0 days 01:00:52.616000,0 days 01:01:35.894000,0 days 01:02:02.356000,200.0,212.0,305.0,302.0,SOFT,3.0,True,0 days 01:00:14.727000,Sauber,LEC,1,True,2018-04-29 13:06:14.804
510,0 days 01:03:50.170000,16,0 days 00:01:47.814000,28.0,2.0,,,0 days 00:00:37.979000,0 days 00:00:43.411000,0 days 00:00:26.424000,0 days 01:02:40.335000,0 days 01:03:23.746000,0 days 01:03:50.170000,205.0,211.0,306.0,304.0,SOFT,4.0,True,0 days 01:02:02.356000,Sauber,LEC,1,True,2018-04-29 13:08:02.433
511,0 days 01:05:37.589000,16,0 days 00:01:47.419000,29.0,2.0,,,0 days 00:00:37.837000,0 days 00:00:43.259000,0 days 00:00:26.323000,0 days 01:04:28.007000,0 days 01:05:11.266000,0 days 01:05:37.589000,201.0,205.0,307.0,304.0,SOFT,5.0,True,0 days 01:03:50.170000,Sauber,LEC,1,True,2018-04-29 13:09:50.247
512,0 days 01:07:25.244000,16,0 days 00:01:47.655000,30.0,2.0,,,0 days 00:00:38.222000,0 days 00:00:43.086000,0 days 00:00:26.347000,0 days 01:06:15.811000,0 days 01:06:58.897000,0 days 01:07:25.244000,204.0,199.0,306.0,303.0,SOFT,6.0,True,0 days 01:05:37.589000,Sauber,LEC,1,True,2018-04-29 13:11:37.666
513,0 days 01:09:12.647000,16,0 days 00:01:47.403000,31.0,2.0,,,0 days 00:00:37.851000,0 days 00:00:43.175000,0 days 00:00:26.377000,0 days 01:08:03.095000,0 days 01:08:46.270000,0 days 01:09:12.647000,206.0,204.0,306.0,303.0,SOFT,7.0,True,0 days 01:07:25.244000,Sauber,LEC,1,True,2018-04-29 13:13:25.321
514,0 days 01:11:01.341000,16,0 days 00:01:48.694000,32.0,2.0,,,0 days 00:00:37.924000,0 days 00:00:44.228000,0 days 00:00:26.542000,0 days 01:09:50.571000,0 days 01:10:34.799000,0 days 01:11:01.341000,208.0,204.0,305.0,303.0,SOFT,8.0,True,0 days 01:09:12.647000,Sauber,LEC,1,True,2018-04-29 13:15:12.724
515,0 days 01:12:49.078000,16,0 days 00:01:47.737000,33.0,2.0,,,0 days 00:00:37.901000,0 days 00:00:43.417000,0 days 00:00:26.419000,0 days 01:11:39.242000,0 days 01:12:22.659000,0 days 01:12:49.078000,204.0,201.0,306.0,300.0,SOFT,9.0,True,0 days 01:11:01.341000,Sauber,LEC,1,True,2018-04-29 13:17:01.418
516,0 days 01:14:36.935000,16,0 days 00:01:47.857000,34.0,2.0,,,0 days 00:00:38.003000,0 days 00:00:43.322000,0 days 00:00:26.532000,0 days 01:13:27.081000,0 days 01:14:10.403000,0 days 01:14:36.935000,203.0,203.0,305.0,302.0,SOFT,10.0,True,0 days 01:12:49.078000,Sauber,LEC,1,True,2018-04-29 13:18:49.155
517,0 days 01:16:24.465000,16,0 days 00:01:47.530000,35.0,2.0,,,0 days 00:00:37.941000,0 days 00:00:43.177000,0 days 00:00:26.412000,0 days 01:15:14.876000,0 days 01:15:58.053000,0 days 01:16:24.465000,206.0,207.0,305.0,302.0,SOFT,11.0,True,0 days 01:14:36.935000,Sauber,LEC,1,True,2018-04-29 13:20:37.012
518,0 days 01:18:12.110000,16,0 days 00:01:47.645000,36.0,2.0,,,0 days 00:00:37.893000,0 days 00:00:43.356000,0 days 00:00:26.396000,0 days 01:17:02.358000,0 days 01:17:45.714000,0 days 01:18:12.110000,210.0,207.0,305.0,303.0,SOFT,12.0,True,0 days 01:16:24.465000,Sauber,LEC,1,True,2018-04-29 13:22:24.542
519,0 days 01:20:00.030000,16,0 days 00:01:47.920000,37.0,2.0,,,0 days 00:00:37.929000,0 days 00:00:43.595000,0 days 00:00:26.396000,0 days 01:18:50.039000,0 days 01:19:33.634000,0 days 01:20:00.030000,199.0,200.0,304.0,302.0,SOFT,13.0,True,0 days 01:18:12.110000,Sauber,LEC,1,True,2018-04-29 13:24:12.187
520,0 days 01:21:47.563000,16,0 days 00:01:47.533000,38.0,2.0,,,0 days 00:00:37.842000,0 days 00:00:43.150000,0 days 00:00:26.541000,0 days 01:20:37.872000,0 days 01:21:21.022000,0 days 01:21:47.563000,202.0,202.0,305.0,301.0,SOFT,14.0,True,0 days 01:20:00.030000,Sauber,LEC,1,True,2018-04-29 13:26:00.107
521,0 days 01:23:35.137000,16,0 days 00:01:47.574000,39.0,2.0,,,0 days 00:00:38.058000,0 days 00:00:43.053000,0 days 00:00:26.463000,0 days 01:22:25.621000,0 days 01:23:08.674000,0 days 01:23:35.137000,200.0,203.0,305.0,302.0,SOFT,15.0,True,0 days 01:21:47.563000,Sauber,LEC,2,True,2018-04-29 13:27:47.640
522,0 days 01:26:01.997000,16,0 days 00:02:26.860000,40.0,2.0,,0 days 01:26:00.863000,0 days 00:00:50.108000,0 days 00:00:54.838000,0 days 00:00:41.914000,0 days 01:24:25.245000,0 days 01:25:20.083000,0 days 01:26:01.997000,150.0,139.0,,230.0,SOFT,16.0,True,0 days 01:23:35.137000,Sauber,LEC,24,False,2018-04-29 13:29:35.214
523,0 days 01:28:44.832000,16,,41.0,3.0,0 days 01:26:22.693000,,0 days 00:01:06.607000,0 days 00:00:56.485000,0 days 00:00:39.713000,0 days 01:27:08.712000,0 days 01:28:05.185000,0 days 01:28:44.969000,159.0,148.0,209.0,192.0,ULTRASOFT,1.0,True,0 days 01:26:01.997000,Sauber,LEC,4,False,2018-04-29 13:32:02.074
524,0 days 01:30:47.521000,16,0 days 00:02:02.689000,42.0,3.0,,,0 days 00:00:46.637000,0 days 00:00:47.648000,0 days 00:00:28.404000,0 days 01:29:31.469000,0 days 01:30:19.117000,0 days 01:30:47.521000,177.0,185.0,241.0,249.0,ULTRASOFT,2.0,True,0 days 01:28:44.832000,Sauber,LEC,4,False,2018-04-29 13:34:44.909
525,0 days 01:33:25.049000,16,,43.0,3.0,,,0 days 00:00:43.029000,0 days 00:01:08.938000,0 days 00:00:45.504000,0 days 01:31:30.607000,0 days 01:32:39.550000,0 days 01:33:25.248000,105.0,95.0,199.0,189.0,ULTRASOFT,3.0,True,0 days 01:30:47.521000,Sauber,LEC,4,False,2018-04-29 13:36:47.598
526,0 days 01:36:14.144000,16,,44.0,3.0,,,0 days 00:00:53.862000,0 days 00:01:15.071000,0 days 00:00:40.069000,0 days 01:34:19.054000,0 days 01:35:34.121000,0 days 01:36:14.144000,147.0,133.0,256.0,180.0,ULTRASOFT,4.0,True,0 days 01:33:25.049000,Sauber,LEC,4,False,2018-04-29 13:39:25.126
527,0 days 01:39:00.187000,16,,45.0,3.0,,,0 days 00:00:52.239000,0 days 00:01:13.632000,0 days 00:00:40.267000,0 days 01:37:06.306000,0 days 01:38:19.920000,0 days 01:39:00.256000,143.0,136.0,237.0,229.0,ULTRASOFT,5.0,True,0 days 01:36:14.144000,Sauber,LEC,4,False,2018-04-29 13:42:14.221
528,0 days 01:41:40.472000,16,,46.0,3.0,,,0 days 00:00:48.796000,0 days 00:01:12.155000,0 days 00:00:39.336000,0 days 01:39:49.007000,0 days 01:41:01.136000,0 days 01:41:40.564000,138.0,122.0,232.0,213.0,ULTRASOFT,6.0,True,0 days 01:39:00.187000,Sauber,LEC,4,False,2018-04-29 13:45:00.264
529,0 days 01:44:20.119000,16,,47.0,3.0,,,0 days 00:00:54.807000,0 days 00:01:09.449000,0 days 00:00:35.457000,0 days 01:42:35.315000,0 days 01:43:44.727000,0 days 01:44:20.421000,128.0,82.0,328.0,319.0,ULTRASOFT,7.0,True,0 days 01:41:40.472000,Sauber,LEC,4,False,2018-04-29 13:47:40.549
530,0 days 01:46:11.208000,16,0 days 00:01:51.089000,48.0,3.0,,,0 days 00:00:40.347000,0 days 00:00:44.896000,0 days 00:00:25.846000,0 days 01:45:00.466000,0 days 01:45:45.362000,0 days 01:46:11.208000,190.0,199.0,315.0,316.0,ULTRASOFT,8.0,True,0 days 01:44:20.119000,Sauber,LEC,1,False,2018-04-29 13:50:20.196
531,0 days 01:48:00.295000,16,0 days 00:01:49.087000,49.0,3.0,,,0 days 00:00:39.106000,0 days 00:00:43.797000,0 days 00:00:26.184000,0 days 01:46:50.314000,0 days 01:47:34.111000,0 days 01:48:00.295000,195.0,197.0,,310.0,ULTRASOFT,9.0,True,0 days 01:46:11.208000,Sauber,LEC,2,True,2018-04-29 13:52:11.285
532,0 days 01:49:48.303000,16,0 days 00:01:48.004000,50.0,3.0,,,,0 days 00:00:43.399000,0 days 00:00:25.840000,,0 days 01:49:22.617000,0 days 01:49:48.388000,,197.0,312.0,313.0,ULTRASOFT,10.0,True,0 days 01:48:00.295000,Sauber,LEC,1,False,2018-04-29 13:54:00.372
533,0 days 01:51:35.935000,16,0 days 00:01:47.632000,51.0,3.0,,,0 days 00:00:38.019000,0 days 00:00:43.393000,0 days 00:00:26.220000,0 days 01:50:26.322000,0 days 01:51:09.715000,0 days 01:51:35.935000,198.0,202.0,308.0,308.0,ULTRASOFT,11.0,True,0 days 01:49:48.303000,Sauber,LEC,1,True,2018-04-29 13:55:48.380
534,0 days 00:10:20.237000,27,,1.0,1.0,0 days 00:00:04.180000,,,0 days 00:01:08.764000,0 days 00:00:40.025000,,0 days 00:09:40.212000,0 days 00:10:21.119000,168.0,97.0,200.0,171.0,,,,0 days 00:07:42.253000,Renault,HUL,24,False,2018-04-29 12:13:42.330
535,0 days 00:13:27.647000,27,,2.0,1.0,,,0 days 00:01:15.770000,0 days 00:01:03.091000,0 days 00:00:48.532000,0 days 00:11:36.024000,0 days 00:12:39.116000,0 days 00:13:27.779000,120.0,93.0,170.0,116.0,ULTRASOFT,6.0,False,0 days 00:10:20.237000,Renault,HUL,4,False,2018-04-29 12:16:20.314
536,0 days 00:16:04.132000,27,,3.0,1.0,,,0 days 00:00:56.390000,0 days 00:01:03.687000,0 days 00:00:36.426000,0 days 00:14:24.036000,0 days 00:15:27.706000,0 days 00:16:04.247000,109.0,117.0,255.0,191.0,ULTRASOFT,7.0,False,0 days 00:13:27.647000,Renault,HUL,4,False,2018-04-29 12:19:27.724
