,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
773,0 days 01:00:08.685000,99,0 days 00:01:48.980000,14.0,2.0,,,0 days 00:00:39.123000,0 days 00:00:44.190000,0 days 00:00:25.667000,0 days 00:58:58.828000,0 days 00:59:43.018000,0 days 01:00:08.685000,190.0,202.0,315.0,317.0,MEDIUM,7.0,True,0 days 00:58:19.705000,Alfa Romeo,GIO,1,True,2019-04-28 12:38:19.952
774,0 days 01:01:57.541000,99,0 days 00:01:48.856000,15.0,2.0,,,0 days 00:00:38.973000,0 days 00:00:44.205000,0 days 00:00:25.678000,0 days 01:00:47.658000,0 days 01:01:31.863000,0 days 01:01:57.541000,202.0,207.0,318.0,318.0,MEDIUM,8.0,True,0 days 01:00:08.685000,Alfa Romeo,GIO,1,True,2019-04-28 12:40:08.932
775,0 days 01:03:46.198000,99,0 days 00:01:48.657000,16.0,2.0,,,0 days 00:00:39.087000,0 days 00:00:44.197000,0 days 00:00:25.373000,0 days 01:02:36.628000,0 days 01:03:20.825000,0 days 01:03:46.198000,192.0,192.0,341.0,322.0,MEDIUM,9.0,True,0 days 01:01:57.541000,Alfa Romeo,GIO,1,True,2019-04-28 12:41:57.788
776,0 days 01:05:37.269000,99,0 days 00:01:51.071000,17.0,2.0,,,0 days 00:00:40.053000,0 days 00:00:45.527000,0 days 00:00:25.491000,0 days 01:04:26.251000,0 days 01:05:11.778000,0 days 01:05:37.269000,181.0,182.0,331.0,323.0,MEDIUM,10.0,True,0 days 01:03:46.198000,Alfa Romeo,GIO,1,True,2019-04-28 12:43:46.445
777,0 days 01:07:25.468000,99,0 days 00:01:48.199000,18.0,2.0,,,0 days 00:00:38.653000,0 days 00:00:43.795000,0 days 00:00:25.751000,0 days 01:06:15.922000,0 days 01:06:59.717000,0 days 01:07:25.468000,197.0,206.0,307.0,316.0,MEDIUM,11.0,True,0 days 01:05:37.269000,Alfa Romeo,GIO,1,True,2019-04-28 12:45:37.516
778,0 days 01:09:13.390000,99,0 days 00:01:47.922000,19.0,2.0,,,0 days 00:00:38.416000,0 days 00:00:43.711000,0 days 00:00:25.795000,0 days 01:08:03.884000,0 days 01:08:47.595000,0 days 01:09:13.390000,207.0,212.0,316.0,314.0,MEDIUM,12.0,True,0 days 01:07:25.468000,Alfa Romeo,GIO,1,True,2019-04-28 12:47:25.715
779,0 days 01:11:01.505000,99,0 days 00:01:48.115000,20.0,2.0,,,0 days 00:00:38.728000,0 days 00:00:43.765000,0 days 00:00:25.622000,0 days 01:09:52.118000,0 days 01:10:35.883000,0 days 01:11:01.505000,192.0,204.0,320.0,318.0,MEDIUM,13.0,True,0 days 01:09:13.390000,Alfa Romeo,GIO,1,True,2019-04-28 12:49:13.637
780,0 days 01:12:50.047000,99,0 days 00:01:48.542000,21.0,2.0,,,0 days 00:00:38.898000,0 days 00:00:43.909000,0 days 00:00:25.735000,0 days 01:11:40.403000,0 days 01:12:24.312000,0 days 01:12:50.047000,,205.0,318.0,316.0,MEDIUM,14.0,True,0 days 01:11:01.505000,Alfa Romeo,GIO,1,True,2019-04-28 12:51:01.752
781,0 days 01:14:38.462000,99,0 days 00:01:48.415000,22.0,2.0,,,0 days 00:00:38.925000,0 days 00:00:43.843000,0 days 00:00:25.647000,0 days 01:13:28.972000,0 days 01:14:12.815000,0 days 01:14:38.462000,199.0,211.0,320.0,317.0,MEDIUM,15.0,True,0 days 01:12:50.047000,Alfa Romeo,GIO,1,True,2019-04-28 12:52:50.294
782,0 days 01:16:26.311000,99,0 days 00:01:47.849000,23.0,2.0,,,0 days 00:00:38.729000,0 days 00:00:43.706000,0 days 00:00:25.414000,0 days 01:15:17.191000,0 days 01:16:00.897000,0 days 01:16:26.311000,200.0,208.0,323.0,322.0,MEDIUM,16.0,True,0 days 01:14:38.462000,Alfa Romeo,GIO,1,True,2019-04-28 12:54:38.709
783,0 days 01:18:14.859000,99,0 days 00:01:48.548000,24.0,2.0,,,0 days 00:00:39.209000,0 days 00:00:44.184000,0 days 00:00:25.155000,0 days 01:17:05.520000,0 days 01:17:49.704000,0 days 01:18:14.859000,196.0,206.0,345.0,327.0,MEDIUM,17.0,True,0 days 01:16:26.311000,Alfa Romeo,GIO,1,True,2019-04-28 12:56:26.558
784,0 days 01:20:04.529000,99,0 days 00:01:49.670000,25.0,2.0,,,0 days 00:00:39.603000,0 days 00:00:44.950000,0 days 00:00:25.117000,0 days 01:18:54.462000,0 days 01:19:39.412000,0 days 01:20:04.529000,193.0,198.0,342.0,325.0,MEDIUM,18.0,True,0 days 01:18:14.859000,Alfa Romeo,GIO,1,True,2019-04-28 12:58:15.106
785,0 days 01:21:53.331000,99,0 days 00:01:48.802000,26.0,2.0,,,0 days 00:00:38.980000,0 days 00:00:44.024000,0 days 00:00:25.798000,0 days 01:20:43.509000,0 days 01:21:27.533000,0 days 01:21:53.331000,202.0,200.0,307.0,314.0,MEDIUM,19.0,True,0 days 01:20:04.529000,Alfa Romeo,GIO,1,True,2019-04-28 13:00:04.776
786,0 days 01:23:41.320000,99,0 days 00:01:47.989000,27.0,2.0,,,0 days 00:00:38.802000,0 days 00:00:43.499000,0 days 00:00:25.688000,0 days 01:22:32.133000,0 days 01:23:15.632000,0 days 01:23:41.320000,207.0,211.0,319.0,316.0,MEDIUM,20.0,True,0 days 01:21:53.331000,Alfa Romeo,GIO,1,True,2019-04-28 13:01:53.578
787,0 days 01:25:28.837000,99,0 days 00:01:47.517000,28.0,2.0,,,0 days 00:00:38.558000,0 days 00:00:43.445000,0 days 00:00:25.514000,0 days 01:24:19.878000,0 days 01:25:03.323000,0 days 01:25:28.837000,202.0,215.0,322.0,317.0,MEDIUM,21.0,True,0 days 01:23:41.320000,Alfa Romeo,GIO,1,True,2019-04-28 13:03:41.567
788,0 days 01:27:16.419000,99,0 days 00:01:47.582000,29.0,2.0,,,0 days 00:00:38.469000,0 days 00:00:43.610000,0 days 00:00:25.503000,0 days 01:26:07.306000,0 days 01:26:50.916000,0 days 01:27:16.419000,199.0,214.0,323.0,320.0,MEDIUM,22.0,True,0 days 01:25:28.837000,Alfa Romeo,GIO,1,True,2019-04-28 13:05:29.084
789,0 days 01:29:04.174000,99,0 days 00:01:47.755000,30.0,2.0,,,0 days 00:00:38.840000,0 days 00:00:43.759000,0 days 00:00:25.156000,0 days 01:27:55.259000,0 days 01:28:39.018000,0 days 01:29:04.174000,198.0,209.0,340.0,322.0,MEDIUM,23.0,True,0 days 01:27:16.419000,Alfa Romeo,GIO,1,True,2019-04-28 13:07:16.666
790,0 days 01:30:53.236000,99,0 days 00:01:49.062000,31.0,2.0,,,0 days 00:00:40.031000,0 days 00:00:43.864000,0 days 00:00:25.167000,0 days 01:29:44.205000,0 days 01:30:28.069000,0 days 01:30:53.236000,190.0,203.0,341.0,322.0,MEDIUM,24.0,True,0 days 01:29:04.174000,Alfa Romeo,GIO,2,True,2019-04-28 13:09:04.421
791,0 days 01:32:43.494000,99,0 days 00:01:50.258000,32.0,2.0,,,0 days 00:00:40.776000,0 days 00:00:44.215000,0 days 00:00:25.267000,0 days 01:31:34.012000,0 days 01:32:18.227000,0 days 01:32:43.494000,191.0,204.0,342.0,323.0,MEDIUM,25.0,True,0 days 01:30:53.236000,Alfa Romeo,GIO,2,True,2019-04-28 13:10:53.483
792,0 days 01:34:33.439000,99,0 days 00:01:49.945000,33.0,2.0,,,0 days 00:00:40.206000,0 days 00:00:44.054000,0 days 00:00:25.685000,0 days 01:33:23.700000,0 days 01:34:07.754000,0 days 01:34:33.439000,183.0,206.0,313.0,318.0,MEDIUM,26.0,True,0 days 01:32:43.494000,Alfa Romeo,GIO,1,True,2019-04-28 13:12:43.741
793,0 days 01:36:21.607000,99,0 days 00:01:48.168000,34.0,2.0,,,0 days 00:00:38.765000,0 days 00:00:43.760000,0 days 00:00:25.643000,0 days 01:35:12.204000,0 days 01:35:55.964000,0 days 01:36:21.607000,196.0,207.0,310.0,317.0,MEDIUM,27.0,True,0 days 01:34:33.439000,Alfa Romeo,GIO,1,True,2019-04-28 13:14:33.686
794,0 days 01:38:08.477000,99,0 days 00:01:46.870000,35.0,2.0,,,0 days 00:00:38.385000,0 days 00:00:42.976000,0 days 00:00:25.509000,0 days 01:36:59.992000,0 days 01:37:42.968000,0 days 01:38:08.477000,205.0,212.0,321.0,316.0,MEDIUM,28.0,True,0 days 01:36:21.607000,Alfa Romeo,GIO,1,True,2019-04-28 13:16:21.854
795,0 days 01:39:55.645000,99,0 days 00:01:47.168000,36.0,2.0,,,0 days 00:00:38.346000,0 days 00:00:43.300000,0 days 00:00:25.522000,0 days 01:38:46.823000,0 days 01:39:30.123000,0 days 01:39:55.645000,200.0,205.0,320.0,317.0,MEDIUM,29.0,True,0 days 01:38:08.477000,Alfa Romeo,GIO,1,True,2019-04-28 13:18:08.724
796,0 days 01:41:42.868000,99,0 days 00:01:47.223000,37.0,2.0,,,0 days 00:00:38.697000,0 days 00:00:43.476000,0 days 00:00:25.050000,0 days 01:40:34.342000,0 days 01:41:17.818000,0 days 01:41:42.868000,184.0,214.0,339.0,322.0,MEDIUM,30.0,True,0 days 01:39:55.645000,Alfa Romeo,GIO,1,True,2019-04-28 13:19:55.892
797,0 days 01:43:29.772000,99,0 days 00:01:46.904000,38.0,2.0,,,0 days 00:00:38.339000,0 days 00:00:43.342000,0 days 00:00:25.223000,0 days 01:42:21.207000,0 days 01:43:04.549000,0 days 01:43:29.772000,198.0,212.0,331.0,319.0,MEDIUM,31.0,True,0 days 01:41:42.868000,Alfa Romeo,GIO,2,True,2019-04-28 13:21:43.115
798,0 days 01:45:53.398000,99,0 days 00:02:23.626000,39.0,2.0,,,0 days 00:00:48.459000,0 days 00:00:56.380000,0 days 00:00:38.787000,0 days 01:44:18.231000,0 days 01:45:14.611000,0 days 01:45:53.398000,137.0,161.0,165.0,146.0,MEDIUM,32.0,True,0 days 01:43:29.772000,Alfa Romeo,GIO,26,False,2019-04-28 13:23:30.019
799,0 days 01:48:00.553000,99,0 days 00:02:07.155000,40.0,2.0,,,0 days 00:00:51.107000,0 days 00:00:49.944000,0 days 00:00:26.104000,0 days 01:46:44.505000,0 days 01:47:34.449000,0 days 01:48:00.553000,,197.0,300.0,309.0,MEDIUM,33.0,True,0 days 01:45:53.398000,Alfa Romeo,GIO,67,False,2019-04-28 13:25:53.645
800,0 days 01:49:48.205000,99,0 days 00:01:47.652000,41.0,2.0,,,0 days 00:00:38.980000,0 days 00:00:43.345000,0 days 00:00:25.327000,0 days 01:48:39.533000,0 days 01:49:22.878000,0 days 01:49:48.205000,195.0,212.0,321.0,317.0,MEDIUM,34.0,True,0 days 01:48:00.553000,Alfa Romeo,GIO,1,True,2019-04-28 13:28:00.800
801,0 days 01:51:39.057000,99,0 days 00:01:50.852000,42.0,2.0,,,0 days 00:00:40.061000,0 days 00:00:45.365000,0 days 00:00:25.426000,0 days 01:50:28.266000,0 days 01:51:13.631000,0 days 01:51:39.057000,185.0,202.0,314.0,317.0,MEDIUM,35.0,True,0 days 01:49:48.205000,Alfa Romeo,GIO,1,True,2019-04-28 13:29:48.452
802,0 days 01:53:25.255000,99,0 days 00:01:46.198000,43.0,2.0,,,0 days 00:00:38.052000,0 days 00:00:42.799000,0 days 00:00:25.347000,0 days 01:52:17.109000,0 days 01:52:59.908000,0 days 01:53:25.255000,200.0,214.0,322.0,315.0,MEDIUM,36.0,True,0 days 01:51:39.057000,Alfa Romeo,GIO,1,True,2019-04-28 13:31:39.304
803,0 days 01:55:14.321000,99,0 days 00:01:49.066000,44.0,2.0,,,0 days 00:00:40.259000,0 days 00:00:43.427000,0 days 00:00:25.380000,0 days 01:54:05.514000,0 days 01:54:48.941000,0 days 01:55:14.321000,196.0,210.0,321.0,318.0,MEDIUM,37.0,True,0 days 01:53:25.255000,Alfa Romeo,GIO,1,True,2019-04-28 13:33:25.502
804,0 days 01:57:00.290000,99,0 days 00:01:45.969000,45.0,2.0,,,0 days 00:00:37.904000,0 days 00:00:42.742000,0 days 00:00:25.323000,0 days 01:55:52.225000,0 days 01:56:34.967000,0 days 01:57:00.290000,204.0,212.0,321.0,317.0,MEDIUM,38.0,True,0 days 01:55:14.321000,Alfa Romeo,GIO,1,True,2019-04-28 13:35:14.568
805,0 days 01:58:46.283000,99,,46.0,2.0,,,0 days 00:00:37.883000,0 days 00:00:42.896000,0 days 00:00:25.190000,0 days 01:57:38.261000,0 days 01:58:21.102000,0 days 01:58:46.394000,197.0,217.0,324.0,320.0,MEDIUM,39.0,True,0 days 01:57:00.290000,Alfa Romeo,GIO,1,False,2019-04-28 13:37:00.537
806,0 days 02:00:32.667000,99,0 days 00:01:46.384000,47.0,2.0,,,0 days 00:00:38.134000,0 days 00:00:42.987000,0 days 00:00:25.263000,0 days 01:59:24.417000,0 days 02:00:07.404000,0 days 02:00:32.667000,196.0,212.0,315.0,320.0,MEDIUM,40.0,True,0 days 01:58:46.283000,Alfa Romeo,GIO,1,True,2019-04-28 13:38:46.530
807,0 days 02:02:18.724000,99,0 days 00:01:46.057000,48.0,2.0,,,0 days 00:00:37.951000,0 days 00:00:42.817000,0 days 00:00:25.289000,0 days 02:01:10.618000,0 days 02:01:53.435000,0 days 02:02:18.724000,203.0,213.0,316.0,320.0,MEDIUM,41.0,True,0 days 02:00:32.667000,Alfa Romeo,GIO,1,True,2019-04-28 13:40:32.914
808,0 days 02:04:04.968000,99,0 days 00:01:46.244000,49.0,2.0,,,0 days 00:00:37.972000,0 days 00:00:42.902000,0 days 00:00:25.370000,0 days 02:02:56.696000,0 days 02:03:39.598000,0 days 02:04:04.968000,202.0,213.0,316.0,320.0,MEDIUM,42.0,True,0 days 02:02:18.724000,Alfa Romeo,GIO,1,True,2019-04-28 13:42:18.971
809,0 days 02:05:51.046000,99,0 days 00:01:46.078000,50.0,2.0,,,0 days 00:00:37.905000,0 days 00:00:42.967000,0 days 00:00:25.206000,0 days 02:04:42.873000,0 days 02:05:25.840000,0 days 02:05:51.046000,198.0,211.0,323.0,321.0,MEDIUM,43.0,True,0 days 02:04:04.968000,Alfa Romeo,GIO,1,True,2019-04-28 13:44:05.215
810,0 days 00:35:45.087000,88,,1.0,2.0,0 days 00:33:51.670000,0 days 00:32:32.266000,,0 days 00:00:47.301000,0 days 00:00:26.642000,,0 days 00:35:18.544000,0 days 00:35:45.720000,170.0,196.0,313.0,312.0,MEDIUM,1.0,True,0 days 00:33:37.411000,Williams,KUB,1,False,2019-04-28 12:13:37.658
811,0 days 00:37:38.966000,88,0 days 00:01:53.879000,2.0,2.0,,,0 days 00:00:41.524000,0 days 00:00:46.088000,0 days 00:00:26.267000,0 days 00:36:26.611000,0 days 00:37:12.699000,0 days 00:37:38.966000,188.0,197.0,310.0,315.0,MEDIUM,2.0,True,0 days 00:35:45.087000,Williams,KUB,1,True,2019-04-28 12:15:45.334
812,0 days 00:39:30.922000,88,0 days 00:01:51.956000,3.0,2.0,,,0 days 00:00:40.233000,0 days 00:00:45.637000,0 days 00:00:26.086000,0 days 00:38:19.199000,0 days 00:39:04.836000,0 days 00:39:30.922000,190.0,194.0,304.0,314.0,MEDIUM,3.0,True,0 days 00:37:38.966000,Williams,KUB,1,True,2019-04-28 12:17:39.213
813,0 days 00:41:22.194000,88,0 days 00:01:51.272000,4.0,2.0,,,0 days 00:00:39.933000,0 days 00:00:45.080000,0 days 00:00:26.259000,0 days 00:40:10.855000,0 days 00:40:55.935000,0 days 00:41:22.194000,193.0,201.0,301.0,312.0,MEDIUM,4.0,True,0 days 00:39:30.922000,Williams,KUB,1,True,2019-04-28 12:19:31.169
814,0 days 00:43:13.707000,88,0 days 00:01:51.513000,5.0,2.0,,,0 days 00:00:40.121000,0 days 00:00:45.141000,0 days 00:00:26.251000,0 days 00:42:02.315000,0 days 00:42:47.456000,0 days 00:43:13.707000,195.0,198.0,306.0,312.0,MEDIUM,5.0,True,0 days 00:41:22.194000,Williams,KUB,1,True,2019-04-28 12:21:22.441
815,0 days 00:45:05.874000,88,0 days 00:01:52.167000,6.0,2.0,,,0 days 00:00:40.067000,0 days 00:00:46.461000,0 days 00:00:25.639000,0 days 00:43:53.774000,0 days 00:44:40.235000,0 days 00:45:05.874000,177.0,196.0,345.0,318.0,MEDIUM,6.0,True,0 days 00:43:13.707000,Williams,KUB,1,True,2019-04-28 12:23:13.954
816,0 days 00:46:59.612000,88,0 days 00:01:53.738000,7.0,2.0,,,0 days 00:00:40.428000,0 days 00:00:47.381000,0 days 00:00:25.929000,0 days 00:45:46.302000,0 days 00:46:33.683000,0 days 00:46:59.612000,181.0,191.0,326.0,315.0,MEDIUM,7.0,True,0 days 00:45:05.874000,Williams,KUB,1,True,2019-04-28 12:25:06.121
817,0 days 00:48:51.135000,88,0 days 00:01:51.523000,8.0,2.0,,,0 days 00:00:39.610000,0 days 00:00:45.644000,0 days 00:00:26.269000,0 days 00:47:39.222000,0 days 00:48:24.866000,0 days 00:48:51.135000,188.0,195.0,302.0,310.0,MEDIUM,8.0,True,0 days 00:46:59.612000,Williams,KUB,1,True,2019-04-28 12:26:59.859
818,0 days 00:50:43.106000,88,0 days 00:01:51.971000,9.0,2.0,,,0 days 00:00:40.236000,0 days 00:00:45.388000,0 days 00:00:26.347000,0 days 00:49:31.371000,0 days 00:50:16.759000,0 days 00:50:43.106000,184.0,203.0,300.0,309.0,MEDIUM,9.0,True,0 days 00:48:51.135000,Williams,KUB,1,True,2019-04-28 12:28:51.382
819,0 days 00:52:35.241000,88,0 days 00:01:52.135000,10.0,2.0,,,0 days 00:00:40.305000,0 days 00:00:45.517000,0 days 00:00:26.313000,0 days 00:51:23.411000,0 days 00:52:08.928000,0 days 00:52:35.241000,186.0,203.0,303.0,310.0,MEDIUM,10.0,True,0 days 00:50:43.106000,Williams,KUB,1,True,2019-04-28 12:30:43.353
820,0 days 00:54:26.989000,88,0 days 00:01:51.748000,11.0,2.0,,,0 days 00:00:40.108000,0 days 00:00:45.323000,0 days 00:00:26.317000,0 days 00:53:15.349000,0 days 00:54:00.672000,0 days 00:54:26.989000,184.0,200.0,309.0,309.0,MEDIUM,11.0,True,0 days 00:52:35.241000,Williams,KUB,1,True,2019-04-28 12:32:35.488
821,0 days 00:56:19.093000,88,0 days 00:01:52.104000,12.0,2.0,,,0 days 00:00:40.067000,0 days 00:00:45.739000,0 days 00:00:26.298000,0 days 00:55:07.056000,0 days 00:55:52.795000,0 days 00:56:19.093000,,197.0,302.0,309.0,MEDIUM,12.0,True,0 days 00:54:26.989000,Williams,KUB,1,True,2019-04-28 12:34:27.236
822,0 days 00:58:11.110000,88,0 days 00:01:52.017000,13.0,2.0,,,0 days 00:00:40.321000,0 days 00:00:45.463000,0 days 00:00:26.233000,0 days 00:56:59.414000,0 days 00:57:44.877000,0 days 00:58:11.110000,177.0,199.0,303.0,309.0,MEDIUM,13.0,True,0 days 00:56:19.093000,Williams,KUB,1,True,2019-04-28 12:36:19.340
823,0 days 01:00:07.887000,88,0 days 00:01:56.777000,14.0,2.0,,0 days 01:00:06.932000,0 days 00:00:39.928000,0 days 00:00:45.488000,0 days 00:00:31.361000,0 days 00:58:51.038000,0 days 00:59:36.526000,0 days 01:00:07.887000,186.0,203.0,,310.0,MEDIUM,14.0,True,0 days 00:58:11.110000,Williams,KUB,1,False,2019-04-28 12:38:11.357
824,0 days 01:02:10.775000,88,0 days 00:02:02.888000,15.0,3.0,0 days 01:00:21.734000,,0 days 00:00:50.513000,0 days 00:00:45.808000,0 days 00:00:26.567000,0 days 01:00:58.400000,0 days 01:01:44.208000,0 days 01:02:10.775000,190.0,207.0,292.0,306.0,MEDIUM,15.0,False,0 days 01:00:07.887000,Williams,KUB,1,False,2019-04-28 12:40:08.134
825,0 days 01:04:02.879000,88,0 days 00:01:52.104000,16.0,3.0,,,0 days 00:00:40.108000,0 days 00:00:45.384000,0 days 00:00:26.612000,0 days 01:02:50.883000,0 days 01:03:36.267000,0 days 01:04:02.879000,180.0,203.0,292.0,303.0,MEDIUM,16.0,False,0 days 01:02:10.775000,Williams,KUB,1,True,2019-04-28 12:42:11.022
826,0 days 01:05:53.975000,88,0 days 00:01:51.096000,17.0,3.0,,,0 days 00:00:39.723000,0 days 00:00:44.855000,0 days 00:00:26.518000,0 days 01:04:42.602000,0 days 01:05:27.457000,0 days 01:05:53.975000,191.0,205.0,294.0,304.0,MEDIUM,17.0,False,0 days 01:04:02.879000,Williams,KUB,1,True,2019-04-28 12:44:03.126
827,0 days 01:07:44.674000,88,0 days 00:01:50.699000,18.0,3.0,,,0 days 00:00:39.467000,0 days 00:00:44.740000,0 days 00:00:26.492000,0 days 01:06:33.442000,0 days 01:07:18.182000,0 days 01:07:44.674000,194.0,214.0,293.0,304.0,MEDIUM,18.0,False,0 days 01:05:53.975000,Williams,KUB,1,True,2019-04-28 12:45:54.222
828,0 days 01:09:35.238000,88,0 days 00:01:50.564000,19.0,3.0,,,0 days 00:00:39.494000,0 days 00:00:44.619000,0 days 00:00:26.451000,0 days 01:08:24.168000,0 days 01:09:08.787000,0 days 01:09:35.238000,192.0,213.0,294.0,304.0,MEDIUM,19.0,False,0 days 01:07:44.674000,Williams,KUB,1,True,2019-04-28 12:47:44.921
829,0 days 01:11:25.845000,88,0 days 00:01:50.607000,20.0,3.0,,,0 days 00:00:39.495000,0 days 00:00:44.635000,0 days 00:00:26.477000,0 days 01:10:14.733000,0 days 01:10:59.368000,0 days 01:11:25.845000,199.0,208.0,295.0,305.0,MEDIUM,20.0,False,0 days 01:09:35.238000,Williams,KUB,1,True,2019-04-28 12:49:35.485
830,0 days 01:13:16.353000,88,0 days 00:01:50.508000,21.0,3.0,,,0 days 00:00:39.505000,0 days 00:00:44.542000,0 days 00:00:26.461000,0 days 01:12:05.350000,0 days 01:12:49.892000,0 days 01:13:16.353000,201.0,215.0,295.0,305.0,MEDIUM,21.0,False,0 days 01:11:25.845000,Williams,KUB,1,True,2019-04-28 12:51:26.092
831,0 days 01:15:07.028000,88,0 days 00:01:50.675000,22.0,3.0,,,0 days 00:00:39.436000,0 days 00:00:44.794000,0 days 00:00:26.445000,0 days 01:13:55.789000,0 days 01:14:40.583000,0 days 01:15:07.028000,197.0,205.0,295.0,304.0,MEDIUM,22.0,False,0 days 01:13:16.353000,Williams,KUB,1,True,2019-04-28 12:53:16.600
832,0 days 01:17:02.011000,88,0 days 00:01:54.983000,23.0,3.0,,0 days 01:17:00.825000,0 days 00:00:39.240000,0 days 00:00:44.711000,0 days 00:00:31.032000,0 days 01:15:46.268000,0 days 01:16:30.979000,0 days 01:17:02.011000,196.0,211.0,,306.0,MEDIUM,23.0,False,0 days 01:15:07.028000,Williams,KUB,1,False,2019-04-28 12:55:07.275
833,0 days 01:19:12.601000,88,0 days 00:02:10.590000,24.0,4.0,0 days 01:17:21.855000,,0 days 00:00:57.831000,0 days 00:00:46.011000,0 days 00:00:26.748000,0 days 01:17:59.842000,0 days 01:18:45.853000,0 days 01:19:12.601000,178.0,204.0,291.0,304.0,MEDIUM,1.0,True,0 days 01:17:02.011000,Williams,KUB,1,False,2019-04-28 12:57:02.258
834,0 days 01:21:05.693000,88,0 days 00:01:53.092000,25.0,4.0,,,0 days 00:00:41.365000,0 days 00:00:45.274000,0 days 00:00:26.453000,0 days 01:19:53.966000,0 days 01:20:39.240000,0 days 01:21:05.693000,193.0,202.0,296.0,307.0,MEDIUM,2.0,True,0 days 01:19:12.601000,Williams,KUB,1,True,2019-04-28 12:59:12.848
835,0 days 01:22:56.295000,88,0 days 00:01:50.602000,26.0,4.0,,,0 days 00:00:39.569000,0 days 00:00:44.539000,0 days 00:00:26.494000,0 days 01:21:45.262000,0 days 01:22:29.801000,0 days 01:22:56.295000,191.0,214.0,294.0,305.0,MEDIUM,3.0,True,0 days 01:21:05.693000,Williams,KUB,1,True,2019-04-28 13:01:05.940
836,0 days 01:24:46.079000,88,0 days 00:01:49.784000,27.0,4.0,,,0 days 00:00:39.125000,0 days 00:00:44.239000,0 days 00:00:26.420000,0 days 01:23:35.420000,0 days 01:24:19.659000,0 days 01:24:46.079000,200.0,212.0,296.0,305.0,MEDIUM,4.0,True,0 days 01:22:56.295000,Williams,KUB,1,True,2019-04-28 13:02:56.542
837,0 days 01:26:35.750000,88,0 days 00:01:49.671000,28.0,4.0,,,0 days 00:00:39.064000,0 days 00:00:44.256000,0 days 00:00:26.351000,0 days 01:25:25.143000,0 days 01:26:09.399000,0 days 01:26:35.750000,199.0,214.0,296.0,304.0,MEDIUM,5.0,True,0 days 01:24:46.079000,Williams,KUB,1,True,2019-04-28 13:04:46.326
838,0 days 01:28:25.135000,88,0 days 00:01:49.385000,29.0,4.0,,,0 days 00:00:38.872000,0 days 00:00:44.154000,0 days 00:00:26.359000,0 days 01:27:14.622000,0 days 01:27:58.776000,0 days 01:28:25.135000,201.0,210.0,296.0,304.0,MEDIUM,6.0,True,0 days 01:26:35.750000,Williams,KUB,1,True,2019-04-28 13:06:35.997
839,0 days 01:30:14.481000,88,0 days 00:01:49.346000,30.0,4.0,,,0 days 00:00:38.982000,0 days 00:00:44.071000,0 days 00:00:26.293000,0 days 01:29:04.117000,0 days 01:29:48.188000,0 days 01:30:14.481000,196.0,215.0,298.0,304.0,MEDIUM,7.0,True,0 days 01:28:25.135000,Williams,KUB,2,True,2019-04-28 13:08:25.382
840,0 days 01:32:03.675000,88,0 days 00:01:49.194000,31.0,4.0,,,0 days 00:00:38.786000,0 days 00:00:44.073000,0 days 00:00:26.335000,0 days 01:30:53.267000,0 days 01:31:37.340000,0 days 01:32:03.675000,199.0,215.0,296.0,306.0,MEDIUM,8.0,True,0 days 01:30:14.481000,Williams,KUB,1,True,2019-04-28 13:10:14.728
841,0 days 01:33:54.282000,88,0 days 00:01:50.607000,32.0,4.0,,,0 days 00:00:39.364000,0 days 00:00:44.729000,0 days 00:00:26.514000,0 days 01:32:43.039000,0 days 01:33:27.768000,0 days 01:33:54.282000,191.0,215.0,296.0,304.0,MEDIUM,9.0,True,0 days 01:32:03.675000,Williams,KUB,2,True,2019-04-28 13:12:03.922
842,0 days 01:35:48.051000,88,0 days 00:01:53.769000,33.0,4.0,,,0 days 00:00:42.779000,0 days 00:00:44.849000,0 days 00:00:26.141000,0 days 01:34:37.061000,0 days 01:35:21.910000,0 days 01:35:48.051000,186.0,203.0,299.0,310.0,MEDIUM,10.0,True,0 days 01:33:54.282000,Williams,KUB,1,True,2019-04-28 13:13:54.529
843,0 days 01:37:37.769000,88,0 days 00:01:49.718000,34.0,4.0,,,0 days 00:00:39.139000,0 days 00:00:44.375000,0 days 00:00:26.204000,0 days 01:36:27.190000,0 days 01:37:11.565000,0 days 01:37:37.769000,188.0,214.0,297.0,307.0,MEDIUM,11.0,True,0 days 01:35:48.051000,Williams,KUB,1,True,2019-04-28 13:15:48.298
844,0 days 01:39:27.087000,88,0 days 00:01:49.318000,35.0,4.0,,,0 days 00:00:39.021000,0 days 00:00:44.123000,0 days 00:00:26.174000,0 days 01:38:16.790000,0 days 01:39:00.913000,0 days 01:39:27.087000,189.0,220.0,299.0,306.0,MEDIUM,12.0,True,0 days 01:37:37.769000,Williams,KUB,1,True,2019-04-28 13:17:38.016
