DriverNumber,Driver,LapNumber,TotalLaps,LapsRemain,LapTime,Seconds,FuelMultiplier,FB_y,FuelBurnConstant,Adj_FB,Adj_LapTime_FB,quali_delta,Stint,Compound_Label,Compound,TyreLife,TyreLife_perc,FreshTyre,LapStartTime,Team,TrackStatus,LapStartDate,ahead,gap_ahead,race,fq
11,PER,57,72,15,01:13.6,73.581,0.615,0.62,0.041,72.346,72.966,1.816,5,C3,SOFT,10,13.88888889,TRUE,0 days 02:14:19.868000,Red Bull,1,15:19.9,15:12.7,7.159,dutch,70.53
16,LEC,30,66,36,01:22.7,82.681,1.476,0.62,0.041,80.585,81.205,1.816,4,C1,HARD,,0,TRUE,0 days 01:17:42.558000,Ferrari,1,47:42.6,47:40.3,2.253,portugal,78.769
18,STR,38,66,28,01:23.5,83.495,1.148,0.62,0.041,81.727,82.347,1.814,3,C3,SOFT,38,57.57575758,FALSE,0 days 01:28:35.028000,Aston Martin,1,58:35.0,58:27.5,7.57,portugal,79.913
14,ALO,14,66,52,01:24.0,84.021,2.132,0.62,0.041,81.269,81.889,1.813,3,C2,MEDIUM,14,21.21212121,,55:06.5,Alpine F1 Team,1,25:06.5,25:05.6,0.899,portugal,79.456
33,VER,18,66,48,01:22.6,82.61,1.968,0.62,0.041,80.022,80.642,1.813,3,C2,MEDIUM,23,34.84848485,,0 days 01:00:20.785000,Red Bull,1,30:20.8,30:19.3,1.509,portugal,78.209
11,PER,45,71,26,01:19.8,79.84,1.066,0.62,0.041,78.154,78.774,1.812,2,C2,HARD,5,7.042253521,TRUE,0 days 02:04:55.214000,Red Bull,1,05:56.6,05:49.1,7.485,mexico,76.342
11,PER,16,72,56,01:15.3,75.256,2.296,0.62,0.041,72.34,72.96,1.81,4,C2,MEDIUM,8,11.11111111,TRUE,0 days 01:22:00.713000,Red Bull,1,23:00.7,22:56.4,4.309,dutch,70.53
11,PER,20,78,58,01:15.8,75.827,2.378,0.62,0.041,72.829,73.449,1.81,1,C5,SOFT,25,32.05128205,FALSE,57:35.9,Red Bull,1,27:36.7,27:34.9,1.754,monaco,71.019
22,TSU,17,66,49,01:23.9,83.901,2.009,0.62,0.041,81.272,81.892,1.809,3,C2,MEDIUM,17,25.75757576,FALSE,59:23.1,AlphaTauri,1,29:23.1,29:20.3,2.762,portugal,79.463
22,TSU,44,66,22,01:22.8,82.794,0.902,0.62,0.041,81.272,81.892,1.809,4,C1,HARD,23,34.84848485,TRUE,0 days 01:37:31.917000,AlphaTauri,1,07:31.9,07:19.2,12.751,portugal,79.463
14,ALO,11,71,60,01:23.3,83.34,2.46,0.62,0.041,80.26,80.88,1.808,1,C3,MEDIUM,11,15.49295775,TRUE,0 days 01:18:47.355000,Alpine F1 Team,1,19:48.8,19:46.0,2.784,mexico,78.452
14,ALO,60,71,11,01:21.3,81.331,0.451,0.62,0.041,80.26,80.88,1.808,2,C2,HARD,21,29.57746479,TRUE,0 days 02:26:11.462000,Alpine F1 Team,1,27:12.9,27:07.1,5.715,mexico,78.452
6,LAT,50,78,28,01:15.9,75.942,1.148,0.62,0.041,74.174,74.794,1.808,2,C3,HARD,7,8.974358974,TRUE,0 days 01:37:29.109000,Williams,1,07:29.9,07:14.3,15.548,monaco,72.366
22,TSU,60,66,6,01:22.1,82.136,0.246,0.62,0.041,81.27,81.89,1.807,4,C1,HARD,39,59.09090909,TRUE,0 days 01:59:45.178000,AlphaTauri,1,29:45.2,29:22.8,22.391,portugal,79.463
47,MSC,15,66,51,01:25.0,84.966,2.091,0.62,0.041,82.255,82.875,1.803,3,C2,MEDIUM,15,22.72727273,FALSE,56:40.6,Haas F1 Team,1,26:40.6,26:39.6,0.935,portugal,80.452
9,MAZ,18,66,48,01:25.3,85.303,1.968,0.62,0.041,82.715,83.335,1.803,3,C2,MEDIUM,18,27.27272727,FALSE,0 days 01:01:00.351000,Haas F1 Team,1,31:00.4,30:56.2,4.14,portugal,80.912
14,ALO,28,71,43,01:22.6,82.637,1.763,0.62,0.041,80.254,80.874,1.802,1,C3,MEDIUM,28,39.43661972,TRUE,0 days 01:42:12.740000,Alpine F1 Team,1,43:14.1,43:10.3,3.828,mexico,78.452
14,ALO,63,71,8,01:21.2,81.201,0.328,0.62,0.041,80.253,80.873,1.801,2,C2,HARD,24,33.8028169,TRUE,0 days 02:30:15.079000,Alpine F1 Team,1,31:16.5,31:11.1,5.422,mexico,78.452
22,TSU,52,66,14,01:22.5,82.456,0.574,0.62,0.041,81.262,81.882,1.799,4,C1,HARD,31,46.96969697,TRUE,0 days 01:48:36.373000,AlphaTauri,1,18:36.4,18:21.7,14.646,portugal,79.463
33,VER,10,71,61,01:21.1,81.144,2.501,0.62,0.041,78.023,78.643,1.798,1,C3,MEDIUM,13,18.30985915,FALSE,0 days 01:17:01.230000,Red Bull,1,18:02.6,LEAD,LEAD!,mexico,76.225
14,ALO,31,71,40,01:22.5,82.507,1.64,0.62,0.041,80.247,80.867,1.795,1,C3,MEDIUM,31,43.66197183,TRUE,0 days 01:46:20.479000,Alpine F1 Team,1,47:21.9,47:17.9,3.93,mexico,78.452
11,PER,41,78,37,01:15.0,74.95,1.517,0.62,0.041,72.813,73.433,1.794,2,C3,HARD,6,7.692307692,TRUE,0 days 01:24:31.306000,Red Bull,1,54:32.1,54:22.7,9.385,monaco,71.019
99,GIO,25,66,41,01:23.3,83.31,1.681,0.62,0.041,81.009,81.629,1.793,4,C1,HARD,3,4.545454545,TRUE,0 days 01:10:55.699000,Alfa Romeo,1,40:55.7,40:54.1,1.62,portugal,79.216
33,VER,34,66,32,01:21.9,81.934,1.312,0.62,0.041,80.002,80.622,1.793,3,C2,MEDIUM,39,59.09090909,,0 days 01:22:22.866000,Red Bull,1,52:22.9,52:21.4,1.471,portugal,78.209
6,LAT,48,78,30,01:16.0,76.007,1.23,0.62,0.041,74.157,74.777,1.791,2,C3,HARD,5,6.41025641,TRUE,0 days 01:34:56.747000,Williams,1,04:57.5,04:41.5,16.011,monaco,72.366
77,BOT,25,66,41,01:22.4,82.438,1.681,0.62,0.041,80.137,80.757,1.789,3,C2,MEDIUM,29,43.93939394,FALSE,0 days 01:10:00.442000,Mercedes,1,40:00.5,39:58.4,2.075,portugal,78.348
77,BOT,52,66,14,01:21.3,81.331,0.574,0.62,0.041,80.137,80.757,1.789,4,C1,HARD,17,25.75757576,FALSE,0 days 01:47:20.321000,Mercedes,1,17:20.3,17:19.2,1.119,portugal,78.348
14,ALO,19,66,47,01:23.8,83.791,1.927,0.62,0.041,81.244,81.864,1.788,3,C2,MEDIUM,19,28.78787879,,0 days 01:02:06.430000,Alpine F1 Team,1,32:06.4,32:05.3,1.098,portugal,79.456
3,RIC,20,66,46,01:24.1,84.133,1.886,0.62,0.041,81.627,82.247,1.788,3,C2,MEDIUM,20,30.3030303,FALSE,0 days 01:03:26.728000,McLaren,1,33:26.7,33:24.8,1.926,portugal,79.839
9,MAZ,62,71,9,01:22.1,82.079,0.369,0.62,0.041,81.09,81.71,1.787,3,C3,MEDIUM,4,5.633802817,FALSE,0 days 02:31:52.553000,Haas F1 Team,1,32:53.9,31:43.9,10.024,mexico,79.303
77,BOT,31,66,35,01:22.2,82.189,1.435,0.62,0.041,80.134,80.754,1.786,3,C2,MEDIUM,35,53.03030303,FALSE,0 days 01:18:15.018000,Mercedes,1,48:15.0,48:11.7,3.325,portugal,78.348
99,GIO,41,78,37,01:15.3,75.331,1.517,0.62,0.041,73.194,73.814,1.785,2,C3,HARD,8,10.25641026,TRUE,0 days 01:25:04.885000,Alfa Romeo,1,55:05.6,55:03.8,1.832,monaco,71.409
14,ALO,47,71,24,01:21.8,81.839,0.984,0.62,0.041,80.235,80.855,1.783,2,C2,HARD,8,11.26760563,TRUE,0 days 02:08:34.641000,Alpine F1 Team,1,09:36.0,09:26.9,9.096,mexico,78.452
6,LAT,45,78,33,01:16.1,76.122,1.353,0.62,0.041,74.149,74.769,1.783,2,C3,HARD,2,2.564102564,TRUE,0 days 01:31:08.450000,Williams,1,01:09.2,00:52.4,16.842,monaco,72.366
5,VET,22,78,56,01:16.0,76.006,2.296,0.62,0.041,73.09,73.71,1.781,1,C5,SOFT,27,34.61538462,FALSE,0 days 01:00:06.200000,Aston Martin,1,30:07.0,30:03.0,3.962,monaco,71.309
22,TSU,34,66,32,01:23.2,83.175,1.312,0.62,0.041,81.243,81.863,1.78,4,C1,HARD,13,19.6969697,TRUE,0 days 01:23:36.398000,AlphaTauri,1,53:36.4,53:26.6,9.773,portugal,79.463
99,GIO,29,66,37,01:23.1,83.132,1.517,0.62,0.041,80.995,81.615,1.779,4,C1,HARD,7,10.60606061,TRUE,0 days 01:16:30.848000,Alfa Romeo,1,46:30.9,46:27.4,3.459,portugal,79.216
11,PER,59,72,13,01:13.5,73.461,0.533,0.62,0.041,72.308,72.928,1.778,5,C3,SOFT,12,16.66666667,TRUE,0 days 02:16:47.058000,Red Bull,1,17:47.1,17:42.9,4.183,dutch,70.53
14,ALO,61,71,10,01:21.3,81.259,0.41,0.62,0.041,80.229,80.849,1.777,2,C2,HARD,22,30.98591549,TRUE,0 days 02:27:32.793000,Alpine F1 Team,1,28:34.2,28:28.7,5.512,mexico,78.452
31,OCO,16,71,55,01:22.8,82.776,2.255,0.62,0.041,79.901,80.521,1.775,2,C2,HARD,2,2.816901408,TRUE,0 days 01:26:13.228000,Alpine F1 Team,1,27:14.6,26:58.3,16.359,mexico,78.126
6,LAT,51,78,27,01:15.9,75.867,1.107,0.62,0.041,74.14,74.76,1.774,2,C3,HARD,8,10.25641026,TRUE,0 days 01:38:45.051000,Williams,1,08:45.8,08:31.0,14.831,monaco,72.366
6,LAT,55,78,23,01:15.7,75.703,0.943,0.62,0.041,74.14,74.76,1.774,2,C3,HARD,12,15.38461538,TRUE,0 days 01:43:49.153000,Williams,1,13:49.9,13:41.3,8.571,monaco,72.366
9,MAZ,16,71,55,01:23.9,83.95,2.255,0.62,0.041,81.075,81.695,1.772,2,C2,HARD,3,4.225352113,TRUE,0 days 01:26:23.762000,Haas F1 Team,1,27:25.2,27:22.3,2.848,mexico,79.303
22,TSU,44,78,34,01:15.9,75.88,1.394,0.62,0.041,73.866,74.486,1.77,1,C3,HARD,44,56.41025641,TRUE,0 days 01:29:30.671000,AlphaTauri,1,59:31.4,59:09.7,21.719,monaco,72.096
11,PER,12,66,54,01:23.4,83.449,2.214,0.62,0.041,80.615,81.235,1.77,3,C2,MEDIUM,18,27.27272727,,52:08.2,Red Bull,1,22:08.2,22:07.2,1.011,portugal,78.845
47,MSC,35,66,31,01:24.1,84.113,1.271,0.62,0.041,82.222,82.842,1.77,4,C1,HARD,3,4.545454545,TRUE,0 days 01:25:26.191000,Haas F1 Team,1,55:26.2,55:24.3,1.859,portugal,80.452
22,TSU,61,66,5,01:22.1,82.058,0.205,0.62,0.041,81.233,81.853,1.77,4,C1,HARD,40,60.60606061,TRUE,0 days 02:01:07.314000,AlphaTauri,1,31:07.3,30:45.2,22.111,portugal,79.463
10,GAS,28,66,38,01:23.0,82.999,1.558,0.62,0.041,80.821,81.441,1.769,4,C2,MEDIUM,,0,TRUE,0 days 01:14:58.329000,AlphaTauri,1,44:58.3,44:56.6,1.707,portugal,79.052
11,PER,44,66,22,01:22.1,82.136,0.902,0.62,0.041,80.614,81.234,1.769,3,C2,MEDIUM,50,75.75757576,,0 days 01:36:13.340000,Red Bull,1,06:13.3,LEAD,LEAD!,portugal,78.845
7,RAI,55,78,23,01:15.0,74.971,0.943,0.62,0.041,73.408,74.028,1.766,2,C3,HARD,12,15.38461538,TRUE,0 days 01:43:12.442000,Alfa Romeo,1,13:13.2,12:52.5,20.71,monaco,71.642
99,GIO,37,66,29,01:22.8,82.791,1.189,0.62,0.041,80.982,81.602,1.766,4,C1,HARD,15,22.72727273,TRUE,0 days 01:27:35.973000,Alfa Romeo,1,57:36.0,57:33.8,2.176,portugal,79.216
63,RUS,37,78,41,01:15.9,75.895,1.681,0.62,0.041,73.594,74.214,1.764,2,C3,HARD,6,7.692307692,TRUE,0 days 01:20:39.437000,Williams,1,50:40.2,50:22.5,17.736,monaco,71.83
9,MAZ,21,66,45,01:25.1,85.141,1.845,0.62,0.041,82.676,83.296,1.764,3,C2,MEDIUM,21,31.81818182,FALSE,0 days 01:05:15.977000,Haas F1 Team,1,35:16.0,35:11.9,4.088,portugal,80.912
3,RIC,62,66,4,01:22.4,82.387,0.164,0.62,0.041,81.603,82.223,1.764,4,C1,HARD,21,31.81818182,TRUE,0 days 02:01:57.496000,McLaren,1,31:57.5,31:56.5,1.007,portugal,79.839
11,PER,63,66,3,01:21.3,81.349,0.123,0.62,0.041,80.606,81.226,1.761,4,C3,SOFT,16,24.24242424,FALSE,0 days 02:02:47.148000,Red Bull,1,32:47.2,32:18.3,28.885,portugal,78.845
77,BOT,14,66,52,01:22.9,82.858,2.132,0.62,0.041,80.106,80.726,1.758,3,C2,MEDIUM,18,27.27272727,FALSE,54:47.1,Mercedes,1,24:47.1,LEAD,LEAD!,portugal,78.348
18,STR,16,78,62,01:16.5,76.518,2.542,0.62,0.041,73.356,73.976,1.756,1,C3,HARD,16,20.51282051,TRUE,52:42.3,Aston Martin,1,22:43.0,22:41.3,1.732,monaco,71.6
14,ALO,58,71,13,01:21.4,81.36,0.533,0.62,0.041,80.207,80.827,1.755,2,C2,HARD,19,26.76056338,TRUE,0 days 02:23:29.041000,Alpine F1 Team,1,24:30.4,24:24.2,6.221,mexico,78.452
33,VER,40,66,26,01:21.6,81.649,1.066,0.62,0.041,79.963,80.583,1.754,4,C1,HARD,5,7.575757576,TRUE,0 days 01:30:59.536000,Red Bull,1,00:59.5,00:56.4,3.097,portugal,78.209
63,RUS,18,71,53,01:22.5,82.504,2.173,0.62,0.041,79.711,80.331,1.753,2,C2,HARD,3,4.225352113,TRUE,0 days 01:28:57.434000,Williams,1,29:58.8,29:46.3,12.555,mexico,77.958
77,BOT,49,66,17,01:21.4,81.418,0.697,0.62,0.041,80.101,80.721,1.753,4,C1,HARD,14,21.21212121,FALSE,0 days 01:43:15.905000,Mercedes,1,13:15.9,13:14.2,1.738,portugal,78.348
77,BOT,60,66,6,01:21.0,80.967,0.246,0.62,0.041,80.101,80.721,1.753,4,C1,HARD,25,37.87878788,FALSE,0 days 01:58:15.021000,Mercedes,1,28:15.0,28:09.5,5.567,portugal,78.348
11,PER,43,66,23,01:22.2,82.159,0.943,0.62,0.041,80.596,81.216,1.751,3,C2,MEDIUM,49,74.24242424,,0 days 01:34:51.181000,Red Bull,1,04:51.2,LEAD,LEAD!,portugal,78.845
33,VER,12,71,59,01:21.0,81.014,2.419,0.62,0.041,77.975,78.595,1.75,1,C3,MEDIUM,15,21.12676056,FALSE,0 days 01:19:43.332000,Red Bull,1,20:44.7,LEAD,LEAD!,mexico,76.225
14,ALO,65,66,1,01:21.9,81.865,0.041,0.62,0.041,81.204,81.824,1.748,4,C1,HARD,25,37.87878788,TRUE,0 days 02:05:56.381000,Alpine F1 Team,1,35:56.4,35:53.7,2.698,portugal,79.456
33,VER,39,66,27,01:21.7,81.68,1.107,0.62,0.041,79.953,80.573,1.744,4,C1,HARD,4,6.060606061,TRUE,0 days 01:29:37.856000,Red Bull,1,59:37.9,59:34.6,3.279,portugal,78.209
18,STR,56,66,10,01:22.7,82.685,0.41,0.62,0.041,81.655,82.275,1.742,4,C2,MEDIUM,27,40.90909091,TRUE,0 days 01:53:52.034000,Aston Martin,1,23:52.0,23:50.3,1.719,portugal,79.913
18,STR,13,66,53,01:24.4,84.447,2.173,0.62,0.041,81.654,82.274,1.741,3,C3,SOFT,13,19.6969697,FALSE,53:43.2,Aston Martin,1,23:43.2,23:42.2,1.038,portugal,79.913
47,MSC,34,66,32,01:24.1,84.125,1.312,0.62,0.041,82.193,82.813,1.741,4,C1,HARD,2,3.03030303,TRUE,0 days 01:24:02.066000,Haas F1 Team,1,54:02.1,54:00.5,1.616,portugal,80.452
11,PER,39,66,27,01:22.3,82.313,1.107,0.62,0.041,80.586,81.206,1.741,3,C2,MEDIUM,45,68.18181818,,0 days 01:29:21.993000,Red Bull,1,59:22.0,LEAD,LEAD!,portugal,78.845
14,ALO,67,71,4,01:21.0,80.975,0.164,0.62,0.041,80.191,80.811,1.739,2,C2,HARD,28,39.43661972,TRUE,0 days 02:35:42.932000,Alpine F1 Team,1,36:44.3,36:35.2,9.172,mexico,78.452
47,MSC,14,66,52,01:24.9,84.943,2.132,0.62,0.041,82.191,82.811,1.739,3,C2,MEDIUM,14,21.21212121,FALSE,55:15.6,Haas F1 Team,1,25:15.6,25:14.3,1.366,portugal,80.452
10,GAS,27,66,39,01:23.0,83.01,1.599,0.62,0.041,80.791,81.411,1.739,4,C2,MEDIUM,,0,TRUE,0 days 01:13:35.319000,AlphaTauri,1,43:35.3,43:33.8,1.508,portugal,79.052
7,RAI,53,78,25,01:15.0,75.025,1.025,0.62,0.041,73.38,74,1.738,2,C3,HARD,10,12.82051282,TRUE,0 days 01:40:42.252000,Alfa Romeo,1,10:43.0,10:19.2,23.855,monaco,71.642
33,VER,16,66,50,01:22.6,82.616,2.05,0.62,0.041,79.946,80.566,1.737,3,C2,MEDIUM,21,31.81818182,,57:35.1,Red Bull,1,27:35.1,27:33.5,1.548,portugal,78.209
22,TSU,16,66,50,01:23.9,83.869,2.05,0.62,0.041,81.199,81.819,1.736,3,C2,MEDIUM,16,24.24242424,FALSE,57:59.2,AlphaTauri,1,27:59.2,27:56.2,2.956,portugal,79.463
5,VET,14,78,64,01:16.3,76.286,2.624,0.62,0.041,73.042,73.662,1.733,1,C5,SOFT,19,24.35897436,FALSE,49:58.1,Aston Martin,1,19:58.9,19:52.5,6.424,monaco,71.309
9,MAZ,39,66,27,01:24.4,84.372,1.107,0.62,0.041,82.645,83.265,1.733,4,C1,HARD,8,12.12121212,TRUE,0 days 01:31:20.409000,Haas F1 Team,1,01:20.4,01:05.2,15.209,portugal,80.912
31,OCO,18,71,53,01:22.7,82.65,2.173,0.62,0.041,79.857,80.477,1.731,2,C2,HARD,4,5.633802817,TRUE,0 days 01:28:59.078000,Alpine F1 Team,1,30:00.5,29:58.8,1.644,mexico,78.126
14,ALO,70,71,1,01:20.8,80.844,0.041,0.62,0.041,80.183,80.803,1.731,2,C2,HARD,31,43.66197183,TRUE,0 days 02:39:45.584000,Alpine F1 Team,1,40:47.0,40:38.3,8.711,mexico,78.452
5,VET,21,78,57,01:16.0,75.997,2.337,0.62,0.041,73.04,73.66,1.731,1,C5,SOFT,26,33.33333333,FALSE,58:50.2,Aston Martin,1,28:51.0,28:46.6,4.36,monaco,71.309
77,BOT,51,66,15,01:21.3,81.308,0.615,0.62,0.041,80.073,80.693,1.725,4,C1,HARD,16,24.24242424,FALSE,0 days 01:45:59.013000,Mercedes,1,15:59.0,15:57.6,1.469,portugal,78.348
11,PER,13,72,59,01:15.3,75.293,2.419,0.62,0.041,72.254,72.874,1.724,4,C2,MEDIUM,5,6.944444444,TRUE,0 days 01:18:12.143000,Red Bull,1,19:12.2,19:04.2,7.914,dutch,70.53
9,MAZ,38,66,28,01:24.4,84.403,1.148,0.62,0.041,82.635,83.255,1.723,4,C1,HARD,7,10.60606061,TRUE,0 days 01:29:56.006000,Haas F1 Team,1,59:56.0,59:39.4,16.611,portugal,80.912
14,ALO,38,71,33,01:22.1,82.147,1.353,0.62,0.041,80.174,80.794,1.722,1,C3,MEDIUM,38,53.52112676,TRUE,0 days 01:55:57.063000,Alpine F1 Team,1,56:58.5,56:52.9,5.51,mexico,78.452
33,VER,26,66,40,01:22.2,82.19,1.64,0.62,0.041,79.93,80.55,1.721,3,C2,MEDIUM,31,46.96969697,,0 days 01:11:23.839000,Red Bull,1,41:23.8,41:22.9,0.959,portugal,78.209
22,TSU,45,66,21,01:22.7,82.664,0.861,0.62,0.041,81.183,81.803,1.72,4,C1,HARD,24,36.36363636,TRUE,0 days 01:38:54.711000,AlphaTauri,1,08:54.7,08:42.0,12.749,portugal,79.463
5,VET,20,78,58,01:16.0,76.019,2.378,0.62,0.041,73.021,73.641,1.712,1,C5,SOFT,25,32.05128205,FALSE,57:34.2,Aston Martin,1,27:34.9,27:29.8,5.141,monaco,71.309
4,NOR,32,78,46,01:14.8,74.838,1.886,0.62,0.041,72.332,72.952,1.712,2,C3,HARD,2,2.564102564,TRUE,0 days 01:13:02.942000,McLaren,1,43:03.7,42:51.2,12.517,monaco,70.62
3,RIC,58,66,8,01:22.5,82.499,0.328,0.62,0.041,81.551,82.171,1.712,4,C1,HARD,17,25.75757576,TRUE,0 days 01:56:28.071000,McLaren,1,26:28.1,26:25.4,2.681,portugal,79.839
14,ALO,39,66,27,01:22.9,82.893,1.107,0.62,0.041,81.166,81.786,1.71,3,C2,MEDIUM,39,59.09090909,,0 days 01:29:50.285000,Alpine F1 Team,1,59:50.3,59:48.1,2.235,portugal,79.456
11,PER,13,66,53,01:23.3,83.347,2.173,0.62,0.041,80.554,81.174,1.709,3,C2,MEDIUM,19,28.78787879,,53:31.7,Red Bull,1,23:31.7,23:30.6,1.14,portugal,78.845
33,VER,52,66,14,01:21.1,81.112,0.574,0.62,0.041,79.918,80.538,1.709,4,C1,HARD,17,25.75757576,TRUE,0 days 01:47:19.202000,Red Bull,1,17:19.2,17:14.1,5.142,portugal,78.209
33,VER,19,71,52,01:20.7,80.685,2.132,0.62,0.041,77.933,78.553,1.708,1,C3,MEDIUM,22,30.98591549,FALSE,0 days 01:29:11.886000,Red Bull,1,30:13.3,LEAD,LEAD!,mexico,76.225
18,STR,24,66,42,01:24.0,83.963,1.722,0.62,0.041,81.621,82.241,1.708,3,C3,SOFT,24,36.36363636,FALSE,0 days 01:09:07.818000,Aston Martin,1,39:07.8,39:04.6,3.271,portugal,79.913
16,LEC,46,66,20,01:21.9,81.915,0.82,0.62,0.041,80.475,81.095,1.706,4,C1,HARD,,0,TRUE,0 days 01:39:46.259000,Ferrari,1,09:46.3,09:42.9,3.389,portugal,78.769
14,ALO,58,66,8,01:22.1,82.108,0.328,0.62,0.041,81.16,81.78,1.704,4,C1,HARD,18,27.27272727,TRUE,0 days 01:56:25.390000,Alpine F1 Team,1,26:25.4,26:24.9,0.527,portugal,79.456
11,PER,27,66,39,01:22.8,82.767,1.599,0.62,0.041,80.548,81.168,1.703,3,C2,MEDIUM,33,50,,0 days 01:12:54.622000,Red Bull,1,42:54.6,42:46.0,8.593,portugal,78.845
33,VER,62,66,4,01:20.7,80.695,0.164,0.62,0.041,79.911,80.531,1.702,4,C1,HARD,27,40.90909091,TRUE,0 days 02:00:51.596000,Red Bull,1,30:51.6,30:46.4,5.16,portugal,78.209
18,STR,45,66,21,01:23.1,83.095,0.861,0.62,0.041,81.614,82.234,1.701,4,C2,MEDIUM,6,9.090909091,TRUE,0 days 01:38:41.962000,Aston Martin,1,08:42.0,08:40.4,1.541,portugal,79.913
77,BOT,13,66,53,01:22.8,82.84,2.173,0.62,0.041,80.047,80.667,1.699,3,C2,MEDIUM,17,25.75757576,FALSE,53:24.2,Mercedes,1,23:24.2,LEAD,LEAD!,portugal,78.348
99,GIO,16,66,50,01:23.6,83.58,2.05,0.62,0.041,80.91,81.53,1.694,3,C2,MEDIUM,16,24.24242424,FALSE,57:54.2,Alfa Romeo,1,27:54.2,27:52.4,1.797,portugal,79.216
77,BOT,29,66,37,01:22.2,82.179,1.517,0.62,0.041,80.042,80.662,1.694,3,C2,MEDIUM,33,50,FALSE,0 days 01:15:30.424000,Mercedes,1,45:30.4,45:27.4,3.011,portugal,78.348
31,OCO,41,78,37,01:15.3,75.316,1.517,0.62,0.041,73.179,73.799,1.693,2,C4,MEDIUM,4,5.128205128,TRUE,0 days 01:25:03.053000,Alpine F1 Team,1,55:03.8,54:58.4,5.366,monaco,71.486
3,RIC,57,66,9,01:22.5,82.521,0.369,0.62,0.041,81.532,82.152,1.693,4,C1,HARD,16,24.24242424,TRUE,0 days 01:55:05.550000,McLaren,1,25:05.6,25:03.1,2.426,portugal,79.839
14,ALO,18,66,48,01:23.7,83.733,1.968,0.62,0.041,81.145,81.765,1.689,3,C2,MEDIUM,18,27.27272727,,0 days 01:00:42.697000,Alpine F1 Team,1,30:42.7,30:41.5,1.224,portugal,79.456
77,BOT,48,66,18,01:21.4,81.395,0.738,0.62,0.041,80.037,80.657,1.689,4,C1,HARD,13,19.6969697,FALSE,0 days 01:41:54.510000,Mercedes,1,11:54.5,11:52.7,1.814,portugal,78.348
14,ALO,69,71,2,01:20.8,80.841,0.082,0.62,0.041,80.139,80.759,1.687,2,C2,HARD,30,42.25352113,TRUE,0 days 02:38:24.743000,Alpine F1 Team,1,39:26.1,39:17.5,8.677,mexico,78.452
33,VER,38,66,28,01:21.7,81.664,1.148,0.62,0.041,79.896,80.516,1.687,4,C1,HARD,3,4.545454545,TRUE,0 days 01:28:16.192000,Red Bull,1,58:16.2,58:00.1,16.086,portugal,78.209
14,ALO,23,71,48,01:22.7,82.726,1.968,0.62,0.041,80.138,80.758,1.686,1,C3,MEDIUM,23,32.3943662,TRUE,0 days 01:35:20.538000,Alpine F1 Team,1,36:21.9,36:18.6,3.32,mexico,78.452
4,NOR,46,71,25,01:20.8,80.803,1.025,0.62,0.041,79.158,79.778,1.685,2,C2,HARD,2,2.816901408,TRUE,0 days 02:07:21.175000,McLaren,1,08:22.6,08:14.5,8.064,mexico,77.473
5,VET,18,78,60,01:16.1,76.072,2.46,0.62,0.041,72.992,73.612,1.683,1,C5,SOFT,23,29.48717949,FALSE,55:02.2,Aston Martin,1,25:03.0,24:57.5,5.489,monaco,71.309
5,VET,34,78,44,01:15.4,75.416,1.804,0.62,0.041,72.992,73.612,1.683,2,C3,HARD,3,3.846153846,TRUE,0 days 01:15:40.809000,Aston Martin,1,45:41.6,45:34.8,6.819,monaco,71.309
14,ALO,29,66,37,01:23.3,83.275,1.517,0.62,0.041,81.138,81.758,1.682,3,C2,MEDIUM,29,43.93939394,,0 days 01:16:00.939000,Alpine F1 Team,1,46:00.9,45:59.0,1.981,portugal,79.456
6,LAT,55,71,16,01:21.7,81.713,0.656,0.62,0.041,80.437,81.057,1.681,3,C3,MEDIUM,8,11.26760563,FALSE,0 days 02:21:09.755000,Williams,1,22:11.2,21:26.8,44.372,mexico,78.756
3,RIC,40,78,38,01:15.5,75.457,1.558,0.62,0.041,73.279,73.899,1.681,2,C3,HARD,4,5.128205128,TRUE,0 days 01:24:08.897000,McLaren,1,54:09.7,53:55.9,13.792,monaco,71.598
44,HAM,18,78,60,01:15.9,75.854,2.46,0.62,0.041,72.774,73.394,1.679,1,C5,SOFT,22,28.20512821,FALSE,54:56.7,Mercedes,1,24:57.5,24:55.5,2.01,monaco,71.095
18,STR,22,66,44,01:24.0,84.016,1.804,0.62,0.041,81.592,82.212,1.679,3,C3,SOFT,22,33.33333333,FALSE,0 days 01:06:19.927000,Aston Martin,1,36:19.9,36:18.0,1.951,portugal,79.913
9,MAZ,15,66,51,01:25.3,85.301,2.091,0.62,0.041,82.59,83.21,1.678,3,C2,MEDIUM,15,22.72727273,FALSE,56:44.0,Haas F1 Team,1,26:44.0,26:40.6,3.456,portugal,80.912
47,MSC,26,66,40,01:24.4,84.389,1.64,0.62,0.041,82.129,82.749,1.677,3,C2,MEDIUM,26,39.39393939,FALSE,0 days 01:12:18.356000,Haas F1 Team,1,42:18.4,42:16.4,1.982,portugal,80.452
9,MAZ,46,66,20,01:24.0,84.028,0.82,0.62,0.041,82.588,83.208,1.676,5,C3,SOFT,3,4.545454545,TRUE,0 days 01:41:55.460000,Haas F1 Team,1,11:55.5,10:55.0,0.488,portugal,80.912
