DriverNumber,Driver,LapNumber,TotalLaps,LapsRemain,LapTime,Seconds,FuelMultiplier,FB_y,FuelBurnConstant,Adj_FB,Adj_LapTime_FB,quali_delta,Stint,Compound_Label,Compound,TyreLife,TyreLife_perc,FreshTyre,LapStartTime,Team,TrackStatus,LapStartDate,ahead,gap_ahead,race,fq
18,STR,60,66,6,01:22.5,82.455,0.246,0.62,0.041,81.589,82.209,1.676,4,C2,MEDIUM,31,46.96969697,TRUE,0 days 01:59:21.652000,Aston Martin,1,29:21.7,29:20.2,1.425,portugal,79.913
44,HAM,31,71,40,01:20.0,79.953,1.64,0.62,0.041,77.693,78.313,1.673,2,C2,HARD,2,2.816901408,TRUE,0 days 01:46:00.503000,Mercedes,1,47:01.9,46:57.8,4.119,mexico,76.02
44,HAM,33,66,33,01:21.6,81.613,1.353,0.62,0.041,79.64,80.26,1.672,3,C2,MEDIUM,37,56.06060606,FALSE,0 days 01:20:56.065000,Mercedes,1,50:56.1,LEAD,LEAD!,portugal,77.968
33,VER,53,66,13,01:21.0,81.028,0.533,0.62,0.041,79.875,80.495,1.666,4,C1,HARD,18,27.27272727,TRUE,0 days 01:48:40.314000,Red Bull,1,18:40.3,18:35.3,5.002,portugal,78.209
33,VER,9,71,62,01:21.1,81.051,2.542,0.62,0.041,77.889,78.509,1.664,1,C3,MEDIUM,12,16.90140845,FALSE,0 days 01:15:40.179000,Red Bull,1,16:41.6,LEAD,LEAD!,mexico,76.225
55,SAI,34,78,44,01:14.7,74.699,1.804,0.62,0.041,72.275,72.895,1.664,2,C3,HARD,2,2.564102564,TRUE,0 days 01:15:30.798000,Ferrari,1,45:31.6,45:20.4,11.151,monaco,70.611
5,VET,26,56,30,01:35.6,95.566,1.23,0.62,0.041,93.716,94.336,1.66,2,C2,HARD,2,3.571428571,TRUE,0 days 01:21:07.490000,Aston Martin,1,51:07.5,51:00.8,6.739,bahrain,92.056
14,ALO,66,71,5,01:20.9,80.936,0.205,0.62,0.041,80.111,80.731,1.659,2,C2,HARD,27,38.02816901,TRUE,0 days 02:34:21.996000,Alpine F1 Team,1,35:23.4,35:13.8,9.616,mexico,78.452
63,RUS,40,78,38,01:15.7,75.667,1.558,0.62,0.041,73.489,74.109,1.659,2,C3,HARD,9,11.53846154,TRUE,0 days 01:24:27.919000,Williams,1,54:28.7,54:19.3,9.355,monaco,71.83
9,MAZ,36,66,30,01:24.4,84.416,1.23,0.62,0.041,82.566,83.186,1.654,4,C1,HARD,5,7.575757576,TRUE,0 days 01:27:06.965000,Haas F1 Team,1,57:07.0,56:50.3,16.661,portugal,80.912
77,BOT,41,66,25,01:21.6,81.647,1.025,0.62,0.041,80.002,80.622,1.654,4,C1,HARD,6,9.090909091,FALSE,0 days 01:32:24.919000,Mercedes,1,02:24.9,02:21.2,3.734,portugal,78.348
33,VER,11,71,60,01:21.0,80.958,2.46,0.62,0.041,77.878,78.498,1.653,1,C3,MEDIUM,14,19.71830986,FALSE,0 days 01:18:22.374000,Red Bull,1,19:23.8,LEAD,LEAD!,mexico,76.225
11,PER,20,66,46,01:23.0,83.004,1.886,0.62,0.041,80.498,81.118,1.653,3,C2,MEDIUM,26,39.39393939,,0 days 01:03:14.394000,Red Bull,1,33:14.4,33:06.0,8.418,portugal,78.845
11,PER,41,66,25,01:22.1,82.143,1.025,0.62,0.041,80.498,81.118,1.653,3,C2,MEDIUM,47,71.21212121,,0 days 01:32:06.372000,Red Bull,1,02:06.4,LEAD,LEAD!,portugal,78.845
63,RUS,41,78,37,01:15.6,75.618,1.517,0.62,0.041,73.481,74.101,1.651,2,C3,HARD,10,12.82051282,TRUE,0 days 01:25:43.586000,Williams,1,55:44.3,55:36.6,7.71,monaco,71.83
18,STR,36,66,30,01:23.4,83.414,1.23,0.62,0.041,81.564,82.184,1.651,3,C3,SOFT,36,54.54545455,FALSE,0 days 01:25:48.510000,Aston Martin,1,55:48.5,55:41.7,6.853,portugal,79.913
14,ALO,50,66,16,01:22.4,82.378,0.656,0.62,0.041,81.102,81.722,1.646,4,C1,HARD,10,15.15151515,TRUE,0 days 01:45:27.760000,Alpine F1 Team,1,15:27.8,15:26.9,0.908,portugal,79.456
7,RAI,38,71,33,01:21.2,81.224,1.353,0.62,0.041,79.251,79.871,1.645,2,C2,HARD,6,8.450704225,TRUE,0 days 01:56:11.798000,Alfa Romeo,1,57:13.2,57:09.4,3.754,mexico,77.606
77,BOT,46,66,20,01:21.4,81.432,0.82,0.62,0.041,79.992,80.612,1.644,4,C1,HARD,11,16.66666667,FALSE,0 days 01:39:11.811000,Mercedes,1,09:11.8,09:09.9,1.912,portugal,78.348
11,PER,44,71,27,01:19.7,79.712,1.107,0.62,0.041,77.985,78.605,1.643,2,C2,HARD,4,5.633802817,TRUE,0 days 02:03:35.502000,Red Bull,1,04:36.9,04:28.2,8.738,mexico,76.342
14,ALO,68,71,3,01:20.8,80.836,0.123,0.62,0.041,80.093,80.713,1.641,2,C2,HARD,29,40.84507042,TRUE,0 days 02:37:03.907000,Alpine F1 Team,1,38:05.3,37:56.3,8.98,mexico,78.452
14,ALO,55,66,11,01:22.2,82.167,0.451,0.62,0.041,81.096,81.716,1.64,4,C1,HARD,15,22.72727273,TRUE,0 days 01:52:18.582000,Alpine F1 Team,1,22:18.6,22:17.2,1.392,portugal,79.456
33,VER,46,66,20,01:21.3,81.287,0.82,0.62,0.041,79.847,80.467,1.638,4,C1,HARD,11,16.66666667,TRUE,0 days 01:39:09.899000,Red Bull,1,09:09.9,09:05.6,4.302,portugal,78.209
14,ALO,12,71,59,01:23.1,83.128,2.419,0.62,0.041,80.089,80.709,1.637,1,C3,MEDIUM,12,16.90140845,TRUE,0 days 01:20:10.695000,Alpine F1 Team,1,21:12.1,21:09.3,2.812,mexico,78.452
14,ALO,14,71,57,01:23.0,83.046,2.337,0.62,0.041,80.089,80.709,1.637,1,C3,MEDIUM,14,19.71830986,TRUE,0 days 01:22:56.891000,Alpine F1 Team,1,23:58.3,23:55.5,2.781,mexico,78.452
6,LAT,56,71,15,01:21.6,81.625,0.615,0.62,0.041,80.39,81.01,1.634,3,C3,MEDIUM,9,12.67605634,FALSE,0 days 02:22:31.468000,Williams,1,23:32.9,22:51.0,41.836,mexico,78.756
3,RIC,12,66,54,01:24.3,84.307,2.214,0.62,0.041,81.473,82.093,1.634,3,C2,MEDIUM,12,18.18181818,FALSE,52:15.9,McLaren,1,22:15.9,22:15.1,0.786,portugal,79.839
18,STR,27,66,39,01:23.8,83.766,1.599,0.62,0.041,81.547,82.167,1.634,3,C3,SOFT,27,40.90909091,FALSE,0 days 01:13:19.051000,Aston Martin,1,43:19.1,43:14.7,4.351,portugal,79.913
18,STR,30,71,41,01:24.8,84.806,1.681,0.62,0.041,82.505,83.125,1.632,2,C2,HARD,18,25.35211268,TRUE,0 days 01:45:38.099000,Aston Martin,1,46:39.5,46:38.2,1.331,mexico,80.873
63,RUS,36,78,42,01:15.8,75.802,1.722,0.62,0.041,73.46,74.08,1.63,2,C3,HARD,5,6.41025641,TRUE,0 days 01:19:23.635000,Williams,1,49:24.4,49:05.6,18.754,monaco,71.83
14,ALO,63,66,3,01:21.8,81.828,0.123,0.62,0.041,81.085,81.705,1.629,4,C1,HARD,23,34.84848485,TRUE,0 days 02:03:12.823000,Alpine F1 Team,1,33:12.8,33:09.1,3.77,portugal,79.456
55,SAI,35,78,43,01:14.6,74.621,1.763,0.62,0.041,72.238,72.858,1.627,2,C3,HARD,3,3.846153846,TRUE,0 days 01:16:45.497000,Ferrari,1,46:46.3,46:35.5,10.788,monaco,70.611
6,LAT,57,71,14,01:21.6,81.575,0.574,0.62,0.041,80.381,81.001,1.625,3,C3,MEDIUM,10,14.08450704,FALSE,0 days 02:23:53.093000,Williams,1,24:54.5,24:14.6,39.872,mexico,78.756
14,ALO,17,66,49,01:23.7,83.708,2.009,0.62,0.041,81.079,81.699,1.623,3,C2,MEDIUM,17,25.75757576,,59:19.0,Alpine F1 Team,1,29:19.0,29:17.8,1.225,portugal,79.456
18,STR,21,66,45,01:24.0,83.999,1.845,0.62,0.041,81.534,82.154,1.621,3,C3,SOFT,21,31.81818182,FALSE,0 days 01:04:55.928000,Aston Martin,1,34:55.9,34:54.1,1.853,portugal,79.913
11,PER,34,78,44,01:15.1,75.062,1.804,0.62,0.041,72.638,73.258,1.619,1,C5,SOFT,39,50,FALSE,0 days 01:15:19.647000,Red Bull,1,45:20.4,45:01.1,19.301,monaco,71.019
14,ALO,13,71,58,01:23.1,83.068,2.378,0.62,0.041,80.07,80.69,1.618,1,C3,MEDIUM,13,18.30985915,TRUE,0 days 01:21:33.823000,Alpine F1 Team,1,22:35.2,22:32.5,2.761,mexico,78.452
31,OCO,42,71,29,01:21.6,81.553,1.189,0.62,0.041,79.744,80.364,1.618,2,C2,HARD,28,39.43661972,TRUE,0 days 02:02:18.100000,Alpine F1 Team,1,03:19.5,03:14.5,4.992,mexico,78.126
14,ALO,42,71,29,01:21.9,81.878,1.189,0.62,0.041,80.069,80.689,1.617,2,C2,HARD,3,4.225352113,TRUE,0 days 02:01:47.771000,Alpine F1 Team,1,02:49.2,02:39.6,9.569,mexico,78.452
18,STR,47,66,19,01:22.9,82.928,0.779,0.62,0.041,81.529,82.149,1.616,4,C2,MEDIUM,8,12.12121212,TRUE,0 days 01:41:27.926000,Aston Martin,1,11:27.9,11:26.4,1.578,portugal,79.913
18,STR,57,66,9,01:22.5,82.516,0.369,0.62,0.041,81.527,82.147,1.614,4,C2,MEDIUM,28,42.42424242,TRUE,0 days 01:55:14.719000,Aston Martin,1,25:14.7,25:13.3,1.42,portugal,79.913
63,RUS,35,78,43,01:15.8,75.826,1.763,0.62,0.041,73.443,74.063,1.613,2,C3,HARD,4,5.128205128,TRUE,0 days 01:18:07.809000,Williams,1,48:08.6,47:48.9,19.67,monaco,71.83
18,STR,25,66,41,01:23.8,83.826,1.681,0.62,0.041,81.525,82.145,1.612,3,C3,SOFT,25,37.87878788,FALSE,0 days 01:10:31.781000,Aston Martin,1,40:31.8,40:28.4,3.423,portugal,79.913
14,ALO,25,71,46,01:22.6,82.565,1.886,0.62,0.041,80.059,80.679,1.607,1,C3,MEDIUM,25,35.21126761,TRUE,0 days 01:38:05.795000,Alpine F1 Team,1,39:07.2,39:03.4,3.777,mexico,78.452
77,BOT,33,66,33,01:21.9,81.927,1.353,0.62,0.041,79.954,80.574,1.606,3,C2,MEDIUM,37,56.06060606,FALSE,0 days 01:20:59.468000,Mercedes,1,50:59.5,50:56.1,3.403,portugal,78.348
11,PER,49,71,22,01:19.5,79.468,0.902,0.62,0.041,77.946,78.566,1.604,2,C2,HARD,9,12.67605634,TRUE,0 days 02:10:16.879000,Red Bull,1,11:18.3,11:11.0,7.244,mexico,76.342
11,PER,12,78,66,01:15.9,75.949,2.706,0.62,0.041,72.623,73.243,1.604,1,C5,SOFT,17,21.79487179,FALSE,47:27.0,Red Bull,1,17:27.8,17:25.6,2.144,monaco,71.019
18,STR,10,66,56,01:24.4,84.433,2.296,0.62,0.041,81.517,82.137,1.604,3,C3,SOFT,10,15.15151515,FALSE,49:30.4,Aston Martin,1,19:30.4,19:29.3,1.161,portugal,79.913
3,RIC,50,66,16,01:22.7,82.719,0.656,0.62,0.041,81.443,82.063,1.604,4,C1,HARD,9,13.63636364,TRUE,0 days 01:45:26.852000,McLaren,1,15:26.9,15:22.9,3.936,portugal,79.839
9,MAZ,19,66,47,01:25.1,85.062,1.927,0.62,0.041,82.515,83.135,1.603,3,C2,MEDIUM,19,28.78787879,FALSE,0 days 01:02:25.654000,Haas F1 Team,1,32:25.7,32:21.7,3.962,portugal,80.912
14,ALO,38,66,28,01:22.8,82.827,1.148,0.62,0.041,81.059,81.679,1.603,3,C2,MEDIUM,38,57.57575758,,0 days 01:28:27.458000,Alpine F1 Team,1,58:27.5,58:25.4,2.048,portugal,79.456
14,ALO,46,66,20,01:22.5,82.498,0.82,0.62,0.041,81.058,81.678,1.602,4,C1,HARD,6,9.090909091,TRUE,0 days 01:39:58.253000,Alpine F1 Team,1,09:58.3,09:55.8,2.46,portugal,79.456
77,BOT,53,66,13,01:21.1,81.103,0.533,0.62,0.041,79.95,80.57,1.602,4,C1,HARD,18,27.27272727,FALSE,0 days 01:48:41.652000,Mercedes,1,18:41.7,18:40.3,1.338,portugal,78.348
11,PER,32,66,34,01:22.5,82.458,1.394,0.62,0.041,80.444,81.064,1.599,3,C2,MEDIUM,38,57.57575758,,0 days 01:19:47.545000,Red Bull,1,49:47.6,49:38.2,9.362,portugal,78.845
5,VET,17,78,61,01:16.0,76.028,2.501,0.62,0.041,72.907,73.527,1.598,1,C5,SOFT,22,28.20512821,FALSE,53:46.2,Aston Martin,1,23:46.9,23:41.4,5.494,monaco,71.309
18,STR,24,71,47,01:25.0,85.016,1.927,0.62,0.041,82.469,83.089,1.596,2,C2,HARD,12,16.90140845,TRUE,0 days 01:37:18.710000,Aston Martin,1,38:20.1,38:17.6,2.465,mexico,80.873
11,PER,23,66,43,01:22.8,82.821,1.763,0.62,0.041,80.438,81.058,1.593,3,C2,MEDIUM,29,43.93939394,,0 days 01:07:23.573000,Red Bull,1,37:23.6,37:16.0,7.545,portugal,78.845
6,LAT,46,78,32,01:15.9,75.889,1.312,0.62,0.041,73.957,74.577,1.591,2,C3,HARD,3,3.846153846,TRUE,0 days 01:32:24.572000,Williams,1,02:25.3,02:09.2,16.152,monaco,72.366
18,STR,43,71,28,01:24.2,84.231,1.148,0.62,0.041,82.463,83.083,1.59,3,C3,MEDIUM,11,15.49295775,FALSE,0 days 02:03:53.775000,Aston Martin,1,04:55.2,04:47.7,7.49,mexico,80.873
14,ALO,29,71,42,01:22.4,82.382,1.722,0.62,0.041,80.04,80.66,1.588,1,C3,MEDIUM,29,40.84507042,TRUE,0 days 01:43:35.377000,Alpine F1 Team,1,44:36.8,44:32.5,4.305,mexico,78.452
14,ALO,62,71,9,01:21.0,81.027,0.369,0.62,0.041,80.038,80.658,1.586,2,C2,HARD,23,32.3943662,TRUE,0 days 02:28:54.052000,Alpine F1 Team,1,29:55.4,29:50.2,5.273,mexico,78.452
18,STR,58,66,8,01:22.4,82.447,0.328,0.62,0.041,81.499,82.119,1.586,4,C2,MEDIUM,29,43.93939394,TRUE,0 days 01:56:37.235000,Aston Martin,1,26:37.2,26:36.2,1.072,portugal,79.913
5,VET,35,71,36,01:21.2,81.178,1.476,0.62,0.041,79.082,79.702,1.58,2,C2,HARD,2,2.816901408,TRUE,0 days 01:52:03.655000,Aston Martin,1,53:05.1,52:57.8,7.233,mexico,77.502
18,STR,23,66,43,01:23.9,83.875,1.763,0.62,0.041,81.492,82.112,1.579,3,C3,SOFT,23,34.84848485,FALSE,0 days 01:07:43.943000,Aston Martin,1,37:44.0,37:43.6,0.327,portugal,79.913
6,LAT,32,66,34,01:23.9,83.877,1.394,0.62,0.041,81.863,82.483,1.578,4,C1,HARD,8,12.12121212,TRUE,0 days 01:21:11.474000,Williams,1,51:11.5,50:58.4,13.042,portugal,80.285
11,PER,13,78,65,01:15.9,75.881,2.665,0.62,0.041,72.596,73.216,1.577,1,C5,SOFT,18,23.07692308,FALSE,48:43.0,Red Bull,1,18:43.7,18:42.3,1.391,monaco,71.019
14,ALO,35,71,36,01:22.1,82.123,1.476,0.62,0.041,80.027,80.647,1.575,1,C3,MEDIUM,35,49.29577465,TRUE,0 days 01:51:50.601000,Alpine F1 Team,1,52:52.0,52:48.5,3.469,mexico,78.452
11,PER,24,66,42,01:22.8,82.761,1.722,0.62,0.041,80.419,81.039,1.574,3,C2,MEDIUM,30,45.45454545,,0 days 01:08:46.394000,Red Bull,1,38:46.4,38:38.6,7.816,portugal,78.845
14,ALO,64,66,2,01:21.7,81.73,0.082,0.62,0.041,81.028,81.648,1.572,4,C1,HARD,24,36.36363636,TRUE,0 days 02:04:34.651000,Alpine F1 Team,1,34:34.7,34:31.2,3.492,portugal,79.456
5,VET,19,78,59,01:15.9,75.919,2.419,0.62,0.041,72.88,73.5,1.571,1,C5,SOFT,24,30.76923077,FALSE,56:18.3,Aston Martin,1,26:19.0,26:13.3,5.707,monaco,71.309
3,RIC,13,66,53,01:24.2,84.203,2.173,0.62,0.041,81.41,82.03,1.571,3,C2,MEDIUM,13,19.6969697,FALSE,53:40.2,McLaren,1,23:40.2,23:39.1,1.175,portugal,79.839
11,PER,12,72,60,01:15.2,75.18,2.46,0.62,0.041,72.1,72.72,1.57,4,C2,MEDIUM,4,5.555555556,TRUE,0 days 01:16:56.963000,Red Bull,1,17:57.0,17:45.7,11.286,dutch,70.53
22,TSU,45,78,33,01:15.6,75.635,1.353,0.62,0.041,73.662,74.282,1.566,1,C3,HARD,45,57.69230769,TRUE,0 days 01:30:46.551000,AlphaTauri,1,00:47.3,00:27.4,19.896,monaco,72.096
18,STR,20,66,46,01:24.0,83.985,1.886,0.62,0.041,81.479,82.099,1.566,3,C3,SOFT,20,30.3030303,FALSE,0 days 01:03:31.943000,Aston Martin,1,33:32.0,33:30.2,1.722,portugal,79.913
10,GAS,26,66,40,01:22.9,82.878,1.64,0.62,0.041,80.618,81.238,1.566,4,C2,MEDIUM,,0,TRUE,0 days 01:12:12.441000,AlphaTauri,1,42:12.5,42:12.0,0.426,portugal,79.052
44,HAM,47,66,19,01:20.9,80.933,0.779,0.62,0.041,79.534,80.154,1.566,4,C1,HARD,11,16.66666667,FALSE,0 days 01:40:27.529000,Mercedes,1,10:27.5,10:22.0,5.508,portugal,77.968
11,PER,19,66,47,01:23.0,82.957,1.927,0.62,0.041,80.41,81.03,1.565,3,C2,MEDIUM,25,37.87878788,,0 days 01:01:51.437000,Red Bull,1,31:51.4,31:43.4,8.042,portugal,78.845
14,ALO,51,66,15,01:22.3,82.256,0.615,0.62,0.041,81.021,81.641,1.565,4,C1,HARD,11,16.66666667,TRUE,0 days 01:46:50.138000,Alpine F1 Team,1,16:50.1,16:49.6,0.567,portugal,79.456
3,RIC,14,66,52,01:24.2,84.155,2.132,0.62,0.041,81.403,82.023,1.564,3,C2,MEDIUM,14,21.21212121,FALSE,55:04.4,McLaren,1,25:04.4,25:03.2,1.266,portugal,79.839
18,STR,49,66,17,01:22.8,82.794,0.697,0.62,0.041,81.477,82.097,1.564,4,C2,MEDIUM,10,15.15151515,TRUE,0 days 01:44:13.549000,Aston Martin,1,14:13.6,14:11.9,1.654,portugal,79.913
3,RIC,19,66,47,01:23.9,83.949,1.927,0.62,0.041,81.402,82.022,1.563,3,C2,MEDIUM,19,28.78787879,FALSE,0 days 01:02:02.779000,McLaren,1,32:02.8,32:01.0,1.838,portugal,79.839
9,MAZ,12,66,54,01:25.3,85.308,2.214,0.62,0.041,82.474,83.094,1.562,3,C2,MEDIUM,12,18.18181818,FALSE,52:27.2,Haas F1 Team,1,22:27.3,22:25.6,1.687,portugal,80.912
3,RIC,61,66,5,01:22.2,82.226,0.205,0.62,0.041,81.401,82.021,1.562,4,C1,HARD,20,30.3030303,TRUE,0 days 02:00:35.270000,McLaren,1,30:35.3,30:34.0,1.315,portugal,79.839
3,RIC,21,66,45,01:23.9,83.864,1.845,0.62,0.041,81.399,82.019,1.56,3,C2,MEDIUM,21,31.81818182,FALSE,0 days 01:04:50.861000,McLaren,1,34:50.9,34:48.6,2.25,portugal,79.839
9,MAZ,50,66,16,01:23.7,83.748,0.656,0.62,0.041,82.472,83.092,1.56,5,C3,SOFT,7,10.60606061,TRUE,0 days 01:47:31.956000,Haas F1 Team,1,17:32.0,16:31.7,0.311,portugal,80.912
18,STR,55,66,11,01:22.5,82.544,0.451,0.62,0.041,81.473,82.093,1.56,4,C2,MEDIUM,26,39.39393939,TRUE,0 days 01:52:29.490000,Aston Martin,1,22:29.5,22:28.1,1.444,portugal,79.913
6,LAT,54,71,17,01:21.6,81.631,0.697,0.62,0.041,80.314,80.934,1.558,3,C3,MEDIUM,7,9.85915493,FALSE,0 days 02:19:48.124000,Williams,1,20:49.5,20:03.6,45.876,mexico,78.756
77,BOT,43,66,23,01:21.5,81.469,0.943,0.62,0.041,79.906,80.526,1.558,4,C1,HARD,8,12.12121212,FALSE,0 days 01:35:07.973000,Mercedes,1,05:08.0,05:04.9,3.09,portugal,78.348
18,STR,51,66,15,01:22.7,82.704,0.615,0.62,0.041,81.469,82.089,1.556,4,C2,MEDIUM,22,33.33333333,TRUE,0 days 01:46:59.023000,Aston Martin,1,16:59.0,16:57.4,1.66,portugal,79.913
14,ALO,21,71,50,01:22.7,82.677,2.05,0.62,0.041,80.007,80.627,1.555,1,C3,MEDIUM,21,29.57746479,TRUE,0 days 01:32:35.274000,Alpine F1 Team,1,33:36.7,33:33.9,2.768,mexico,78.452
44,HAM,72,72,0,01:11.1,71.097,0,0.62,0.041,70.477,71.097,1.554,4,C3,SOFT,3,4.166666667,FALSE,0 days 02:31:23.873000,Mercedes,1,32:23.9,31:59.3,24.572,dutch,68.923
55,SAI,12,66,54,01:23.2,83.196,2.214,0.62,0.041,80.362,80.982,1.549,3,C3,SOFT,17,25.75757576,FALSE,52:10.7,Ferrari,1,22:10.7,22:08.2,2.458,portugal,78.813
47,MSC,36,66,30,01:23.8,83.85,1.23,0.62,0.041,82,82.62,1.548,4,C1,HARD,4,6.060606061,TRUE,0 days 01:26:50.304000,Haas F1 Team,1,56:50.3,56:48.3,2.059,portugal,80.452
3,RIC,53,66,13,01:22.5,82.54,0.533,0.62,0.041,81.387,82.007,1.548,4,C1,HARD,12,18.18181818,TRUE,0 days 01:49:36.087000,McLaren,1,19:36.1,19:34.4,1.68,portugal,79.839
5,VET,33,78,45,01:15.3,75.316,1.845,0.62,0.041,72.851,73.471,1.542,2,C3,HARD,2,2.564102564,TRUE,0 days 01:14:25.493000,Aston Martin,1,44:26.3,44:18.5,7.713,monaco,71.309
9,MAZ,40,66,26,01:24.1,84.14,1.066,0.62,0.041,82.454,83.074,1.542,4,C1,HARD,9,13.63636364,TRUE,0 days 01:32:44.781000,Haas F1 Team,1,02:44.8,02:29.7,15.066,portugal,80.912
14,ALO,31,66,35,01:23.1,83.052,1.435,0.62,0.041,80.997,81.617,1.541,3,C2,MEDIUM,31,46.96969697,,0 days 01:18:47.242000,Alpine F1 Team,1,48:47.3,48:45.2,2.064,portugal,79.456
14,ALO,53,66,13,01:22.2,82.15,0.533,0.62,0.041,80.997,81.617,1.541,4,C1,HARD,13,19.6969697,TRUE,0 days 01:49:34.407000,Alpine F1 Team,1,19:34.4,19:31.2,3.179,portugal,79.456
11,PER,18,78,60,01:15.6,75.638,2.46,0.62,0.041,72.558,73.178,1.539,1,C5,SOFT,23,29.48717949,FALSE,55:04.2,Red Bull,1,25:05.0,25:03.0,2.023,monaco,71.019
3,RIC,11,66,55,01:24.2,84.249,2.255,0.62,0.041,81.374,81.994,1.535,3,C2,MEDIUM,11,16.66666667,FALSE,50:51.7,McLaren,1,20:51.7,20:51.0,0.679,portugal,79.839
77,BOT,16,66,50,01:22.6,82.553,2.05,0.62,0.041,79.883,80.503,1.535,3,C2,MEDIUM,20,30.3030303,FALSE,57:32.9,Mercedes,1,27:32.9,LEAD,LEAD!,portugal,78.348
11,PER,40,66,26,01:22.1,82.066,1.066,0.62,0.041,80.38,81,1.535,3,C2,MEDIUM,46,69.6969697,,0 days 01:30:44.306000,Red Bull,1,00:44.3,LEAD,LEAD!,portugal,78.845
3,RIC,49,66,17,01:22.7,82.691,0.697,0.62,0.041,81.374,81.994,1.535,4,C1,HARD,8,12.12121212,TRUE,0 days 01:44:04.161000,McLaren,1,14:04.2,14:00.1,4.083,portugal,79.839
14,ALO,24,71,47,01:22.5,82.531,1.927,0.62,0.041,79.984,80.604,1.532,1,C3,MEDIUM,24,33.8028169,TRUE,0 days 01:36:43.264000,Alpine F1 Team,1,37:44.7,37:41.0,3.702,mexico,78.452
6,LAT,53,71,18,01:21.6,81.645,0.738,0.62,0.041,80.287,80.907,1.531,3,C3,MEDIUM,6,8.450704225,FALSE,0 days 02:18:26.479000,Williams,1,19:27.9,18:37.3,50.536,mexico,78.756
3,RIC,45,66,21,01:22.8,82.849,0.861,0.62,0.041,81.368,81.988,1.529,4,C1,HARD,4,6.060606061,TRUE,0 days 01:38:32.944000,McLaren,1,08:33.0,08:31.5,1.46,portugal,79.839
18,STR,61,66,5,01:22.3,82.266,0.205,0.62,0.041,81.441,82.061,1.528,4,C2,MEDIUM,32,48.48484848,TRUE,0 days 02:00:44.107000,Aston Martin,1,30:44.1,30:42.4,1.713,portugal,79.913
33,VER,12,66,54,01:22.6,82.568,2.214,0.62,0.041,79.734,80.354,1.525,3,C2,MEDIUM,17,25.75757576,,52:03.8,Red Bull,1,22:03.8,22:02.6,1.178,portugal,78.209
11,PER,16,66,50,01:23.0,83.039,2.05,0.62,0.041,80.369,80.989,1.524,3,C2,MEDIUM,22,33.33333333,,57:42.7,Red Bull,1,27:42.7,27:35.1,7.614,portugal,78.845
11,PER,17,66,49,01:23.0,82.998,2.009,0.62,0.041,80.369,80.989,1.524,3,C2,MEDIUM,23,34.84848485,,59:05.7,Red Bull,1,29:05.7,28:57.7,8.037,portugal,78.845
14,ALO,32,66,34,01:23.0,82.992,1.394,0.62,0.041,80.978,81.598,1.522,3,C2,MEDIUM,32,48.48484848,,0 days 01:20:10.294000,Alpine F1 Team,1,50:10.3,50:08.2,2.073,portugal,79.456
77,BOT,47,66,19,01:21.3,81.267,0.779,0.62,0.041,79.868,80.488,1.52,4,C1,HARD,12,18.18181818,FALSE,0 days 01:40:33.243000,Mercedes,1,10:33.3,10:31.2,2.057,portugal,78.348
18,STR,18,66,48,01:24.0,84.018,1.968,0.62,0.041,81.43,82.05,1.517,3,C3,SOFT,18,27.27272727,FALSE,0 days 01:00:44.035000,Aston Martin,1,30:44.0,30:42.7,1.338,portugal,79.913
3,RIC,22,66,44,01:23.8,83.78,1.804,0.62,0.041,81.356,81.976,1.517,3,C2,MEDIUM,22,33.33333333,FALSE,0 days 01:06:14.725000,McLaren,1,36:14.7,36:12.3,2.399,portugal,79.839
77,BOT,44,66,22,01:21.4,81.386,0.902,0.62,0.041,79.864,80.484,1.516,4,C1,HARD,9,13.63636364,FALSE,0 days 01:36:29.442000,Mercedes,1,06:29.5,06:26.8,2.608,portugal,78.348
18,STR,46,66,20,01:22.9,82.869,0.82,0.62,0.041,81.429,82.049,1.516,4,C2,MEDIUM,7,10.60606061,TRUE,0 days 01:40:05.057000,Aston Martin,1,10:05.1,10:03.6,1.477,portugal,79.913
18,STR,54,66,12,01:22.5,82.537,0.492,0.62,0.041,81.425,82.045,1.512,4,C2,MEDIUM,25,37.87878788,TRUE,0 days 01:51:06.953000,Aston Martin,1,21:07.0,21:05.6,1.367,portugal,79.913
22,TSU,15,66,51,01:23.7,83.683,2.091,0.62,0.041,80.972,81.592,1.509,3,C2,MEDIUM,15,22.72727273,FALSE,56:35.5,AlphaTauri,1,26:35.5,26:32.2,3.33,portugal,79.463
11,PER,42,71,29,01:19.7,79.659,1.189,0.62,0.041,77.85,78.47,1.508,2,C2,HARD,2,2.816901408,TRUE,0 days 02:00:55.691000,Red Bull,1,01:57.1,01:47.5,9.548,mexico,76.342
14,ALO,22,71,49,01:22.6,82.587,2.009,0.62,0.041,79.958,80.578,1.506,1,C3,MEDIUM,22,30.98591549,TRUE,0 days 01:33:57.951000,Alpine F1 Team,1,34:59.3,34:56.2,3.123,mexico,78.452
3,RIC,52,66,14,01:22.5,82.535,0.574,0.62,0.041,81.341,81.961,1.502,4,C1,HARD,11,16.66666667,TRUE,0 days 01:48:13.552000,McLaren,1,18:13.6,18:12.4,1.158,portugal,79.839
